"symbol"	"num_hgnc_id"	"chr"	"pos"	"glen"	"prob"	"s_het"
"ANTXR1"	"21014"	"2"	2052	2052	3.10448709703379e-05	0.053128781
"ANTXR2"	"21732"	"4"	1868	1868	2.44971240561818e-05	0.024555703
"ANTXRL"	"27277"	"10"	2174	2174	2.99320117645185e-05	NA
"ANXA1"	"533"	"9"	1266	1266	1.65214119388509e-05	0.003224398
"ANXA10"	"534"	"4"	1151	1151	1.38378658486236e-05	0.002922783
"ANXA11"	"535"	"10"	1726	1726	2.96186240275165e-05	0.007203084
"ANXA13"	"536"	"8"	1250	1250	2.06779298608999e-05	0.005767272
"ANXA2"	"537"	"15"	1353	1353	1.90735765261005e-05	0.063878274
"ANXA2R"	"33463"	"5"	582	582	1.07905213008789e-05	0.003198563
"ANXA3"	"541"	"4"	1154	1154	1.42057628809024e-05	0.002354095
"ANXA4"	"542"	"2"	1142	1142	1.82952471636803e-05	0.006564619
"ANXA5"	"543"	"4"	1139	1139	1.36159766846348e-05	0.001257437
"ANXA6"	"544"	"5"	2406	2406	3.73923338838375e-05	0.020829114
"ANXA7"	"545"	"10"	1659	1659	2.18049356760381e-05	0.006742151
"ANXA8"	"546"	"10"	3846	3846	5.83171199774425e-05	NA
"ANXA8L1"	"23334"	"10"	1282	1282	1.94879491641645e-05	NA
"ANXA9"	"547"	"1"	1214	1214	1.77854656839275e-05	0.003371254
"AOAH"	"548"	"7"	2348	2348	3.18311683757211e-05	NA
"AOC1"	"80"	"7"	2361	2361	4.28632861735554e-05	0.005428535
"AOC2"	"549"	"17"	2319	2319	3.5246739753303e-05	NA
"AOC3"	"550"	"17"	2340	2340	3.95101652821888e-05	0.005749831
"AOX1"	"553"	"2"	4656	4656	6.44012219527576e-05	0.004537117
"AP1AR"	"28808"	"4"	1053	1053	1.43318399494344e-05	0.033780784
"AP1B1"	"554"	"22"	3353	3353	5.76608439216528e-05	0.042949076
"AP1G1"	"555"	"16"	2956	2956	3.89944100316639e-05	0.090720373
"AP1G2"	"556"	"14"	2678	2678	4.15594461152237e-05	NA
"AP1M1"	"13667"	"19"	1518.66666666667	1518.66666666667	3.30765181943084e-05	0.064312061
"AP1M2"	"558"	"19"	1807	1807	3.10889398906087e-05	0.001612611
"AP1S1"	"559"	"7"	541	541	8.92672783951468e-06	0.06753013
"AP1S2"	"560"	"X"	773	773	1.34539938176348e-05	0.212858556
"AP1S3"	"18971"	"2"	903	903	1.25000794468352e-05	0.01213056
"AP2A1"	"561"	"19"	3302	3302	6.97092815465466e-05	0.192736424
"AP2A2"	"562"	"11"	3469	3469	6.85362424908076e-05	0.399031257
"AP2B1"	"563"	"17"	3397	3397	4.31904726928477e-05	0.044626155
"AP2M1"	"564"	"3"	1810.66666666667	1810.66666666667	2.90717663233609e-05	0.145628832
"AP2S1"	"565"	"19"	619	619	1.19332420885053e-05	0.271186509
"AP3B1"	"566"	"5"	3701	3701	4.41055297546427e-05	0.026601744
"AP3B2"	"567"	"15"	3796	3796	6.5918596830606e-05	0.060022497
"AP3D1"	"568"	"19"	4146	4146	7.9743648574374e-05	0.029424121
"AP3M1"	"569"	"10"	1369	1369	1.77164144035229e-05	0.024154661
"AP3M2"	"570"	"8"	1373	1373	1.92181948298518e-05	0.012217097
"AP3S1"	"2013"	"5"	662	662	8.04826895044648e-06	0.005030858
"AP3S2"	"571"	"15"	733	733	1.02178196774892e-05	0.008792924
"AP4B1"	"572"	"1"	2438	2438	3.35125184947901e-05	0.005366613
"AP4E1"	"573"	"15"	3734	3734	4.33859459054955e-05	0.047565372
"AP4M1"	"574"	"7"	1706	1706	3.02018605024307e-05	0.006251506
"AP4S1"	"575"	"14"	859	859	1.00507295873234e-05	0.003860223
"AP5B1"	"25104"	"11"	2653	2653	5.1850230757897e-05	NA
"AP5M1"	"20192"	"14"	1643	1643	1.94541699793927e-05	0.006942796
"AP5S1"	"15875"	"20"	621	621	1.27707124940819e-05	0.004276761
"AP5Z1"	"22197"	"7"	2725	2725	5.82280850519431e-05	NA
"APAF1"	"576"	"12"	4212	4212	4.95594590686308e-05	0.012076306
"APBA1"	"578"	"9"	2690	2690	6.37638602908246e-05	0.026919572
"APBA2"	"579"	"15"	2426	2426	4.55319464162966e-05	0.026269004
"APBA3"	"580"	"19"	1872	1872	4.12535696235474e-05	NA
"APBB1"	"581"	"11"	2448.66666666667	2448.66666666667	4.06685993770963e-05	0.099766929
"APBB1IP"	"17379"	"10"	2259	2259	3.72812739585535e-05	0.042871925
"APBB2"	"582"	"4"	2514	2514	4.0013708659826e-05	0.005377748
"APBB3"	"20708"	"5"	1674	1674	2.55847247935961e-05	0.014043134
"APC"	"583"	"5"	8999	8999	0.000111520108974653	0.069557346
"APC2"	"24036"	"19"	9784.66666666667	9784.66666666667	0.000263824575434052	0.24918909
"APCDD1"	"15718"	"18"	1609	1609	3.02331473188354e-05	0.015506377
"APCDD1L"	"26892"	"20"	1644	1644	3.84400756240945e-05	NA
"APCS"	"584"	"1"	688	688	8.47189522309682e-06	0.010987709
"APEH"	"586"	"3"	2590	2590	4.14746577311529e-05	0.023785202
"APEX1"	"587"	"14"	1022	1022	1.62560527651925e-05	0.021475562
"APEX2"	"17889"	"X"	1637	1637	2.61387472654176e-05	0.170368888
"APH1A"	"29509"	"1"	905	905	1.51786498760939e-05	0.048447323
"APH1B"	"24080"	"15"	874	874	1.33751049134349e-05	0.005148621
"API5"	"594"	"11"	2032	2032	2.60637419170942e-05	0.202623245
"APIP"	"17581"	"11"	936	936	1.22534711882735e-05	NA
"APLF"	"28724"	"2"	1680	1680	2.14206715075755e-05	0.001506305
"APLN"	"16665"	"X"	513	513	9.52046558068069e-06	NA
"APLNR"	"339"	"11"	1143	1143	2.1523424753661e-05	0.076056202
"APLP1"	"597"	"19"	2381	2381	4.8008595171579e-05	0.027768395
"APLP2"	"598"	"11"	2803.33333333333	2803.33333333333	4.70871337639832e-05	0.039880467
"APMAP"	"13238"	"20"	1379	1379	2.41167618647521e-05	0.007613802
"APOA1"	"600"	"11"	927	927	2.01817983470665e-05	0.082911488
"APOA2"	"601"	"1"	450	450	5.9159011187221e-06	0.008704342
"APOA4"	"602"	"11"	1223	1223	2.33012899954755e-05	0.007050559
"APOA5"	"17288"	"11"	1133	1133	2.35647211521202e-05	0.003965865
"APOB"	"603"	"2"	14231	14231	0.0001781406728924	0.015979233
"APOBEC1"	"604"	"12"	775	775	1.09680583932441e-05	NA
"APOBEC2"	"605"	"6"	691	691	1.02930593360069e-05	0.011011807
"APOBEC3A"	"17343"	"22"	664	664	1.10298592499887e-05	0.015474227
"APOBEC3B"	"17352"	"22"	1569	1569	2.62655093713337e-05	NA
"APOBEC3C"	"17353"	"22"	621	621	1.05649093511e-05	0.007916645
"APOBEC3D"	"17354"	"22"	1282	1282	2.08482096401236e-05	0.007419846
"APOBEC3F"	"17356"	"22"	1361	1361	2.26211337166914e-05	0.011428777
"APOBEC3G"	"17357"	"22"	1292	1292	2.00885542929138e-05	0.003760279
"APOBEC3H"	"24100"	"22"	670	670	1.19056043105669e-05	0.091015941
"APOBEC4"	"32152"	"1"	1104	1104	1.34295916253958e-05	0.013000408
"APOBR"	"24087"	"16"	3425	3425	5.3791947590339e-05	0.014236157
"APOC1"	"607"	"19"	429	429	6.06210035893455e-06	0.012802386
"APOC2"	"609"	"19"	605	605	7.88698203389266e-06	0.006614921
"APOC3"	"610"	"11"	386	386	6.11847466335421e-06	NA
"APOC4"	"611"	"19"	779	779	1.06191488876482e-05	0.00041257
"APOD"	"612"	"3"	718	718	1.09857782826392e-05	0.007089854
"APOE"	"613"	"19"	1080	1080	2.69793285115337e-05	0.011402836
"APOF"	"615"	"12"	997	997	1.26453886346728e-05	0.012882005
"APOH"	"616"	"17"	1150	1150	1.59875224411452e-05	0.003161871
"APOL1"	"618"	"22"	1576	1576	2.23823093401975e-05	0.010343145
"APOL2"	"619"	"22"	1430	1430	1.96228456020868e-05	0.001872559
"APOL3"	"14868"	"22"	1275	1275	1.8237099538638e-05	NA
"APOL4"	"14867"	"22"	1416	1416	1.94836412512286e-05	0.010388502
"APOL5"	"14869"	"22"	1350	1350	1.85798598123781e-05	0.001738115
"APOL6"	"14870"	"22"	1048	1048	1.66002153147648e-05	0.011746017
"APOLD1"	"25268"	"12"	867	867	2.35205188564003e-05	NA
"APOM"	"13916"	"6"	712	712	9.17777881380641e-06	0.013759307
"APOO"	"28727"	"X"	709	709	9.31729592384024e-06	0.042909027
"APOOL"	"24009"	"X"	935	935	1.15884590482639e-05	0.238209161
"APOPT1"	"20492"	"14"	814	814	1.29899811599328e-05	0.014968588
"APP"	"620"	"21"	2635	2635	4.38365463827812e-05	0.012673376
"APPBP2"	"622"	"17"	1950	1950	2.46883315029944e-05	0.194509703
"APPL1"	"24035"	"3"	2479	2479	3.16264379386647e-05	0.031524416
"APPL2"	"18242"	"12"	2474	2474	3.5136755968922e-05	NA
"APRT"	"626"	"16"	802	802	1.71053895269583e-05	0.006726199
"APTX"	"15984"	"9"	1209	1209	1.59344070944642e-05	0.003395987
"AQP1"	"633"	"7"	1829	1829	3.09382485921485e-05	0.020499557
"AQP10"	"16029"	"1"	1074	1074	1.53218609864662e-05	0.007221671
"AQP11"	"19940"	"11"	848	848	1.66356816884047e-05	0.002631818
"AQP12A"	"19941"	"2"	957	957	1.95698018173415e-05	NA
"AQP12B"	"6096"	"2"	956	956	1.97998551689488e-05	NA
"AQP2"	"634"	"12"	998	998	1.94595673443952e-05	0.004907906
"AQP3"	"636"	"9"	959	959	1.70183884050261e-05	0.053481112
"AQP4"	"637"	"18"	1036	1036	1.39665829073841e-05	0.02009403
"AQP5"	"638"	"12"	846	846	1.76307657965244e-05	0.011520066
"AQP6"	"639"	"12"	897	897	1.67463270324917e-05	0.002941208
"AQP7"	"640"	"9"	1310	1310	2.26351935759793e-05	0.002103806
"AQP8"	"642"	"16"	866	866	1.56575637583615e-05	0.01073872
"AQP9"	"643"	"15"	968	968	1.26621674215101e-05	0.021663837
"AQR"	"29513"	"15"	5164	5164	6.46495413203975e-05	0.077162806
"AR"	"644"	"X"	4775	4775	8.10560107700098e-05	NA
"ARAF"	"646"	"X"	2049	2049	3.75228261820811e-05	0.052861697
"ARAP1"	"16925"	"11"	4912	4912	9.36036212789535e-05	0.014621242
"ARAP2"	"16924"	"4"	5660	5660	6.77334455774824e-05	0.011000452
"ARAP3"	"24097"	"5"	5131	5131	8.35831434905748e-05	0.034149568
"ARC"	"648"	"8"	1191	1191	3.27088206110113e-05	NA
"ARCN1"	"649"	"11"	1915	1915	2.5879158786217e-05	0.382778993
"AREG"	"651"	"4"	1814	1814	2.60569307031806e-05	NA
"AREL1"	"20363"	"14"	2744	2744	3.95950572471441e-05	0.025925653
"ARF1"	"652"	"1"	594	594	1.18299822507884e-05	0.226603833
"ARF3"	"654"	"12"	594	594	9.55404938173047e-06	0.074832287
"ARF4"	"655"	"3"	625	625	7.48592725352344e-06	0.283260171
"ARF5"	"658"	"7"	625	625	1.15327591390453e-05	0.032418807
"ARF6"	"659"	"14"	528	528	1.12545725868778e-05	0.184163322
"ARFGAP1"	"15852"	"20"	1808	1808	3.43878191283502e-05	0.025297957
"ARFGAP2"	"13504"	"11"	1956	1956	3.21578090232921e-05	0.04344105
"ARFGAP3"	"661"	"22"	1802	1802	2.50624216470664e-05	0.008561621
"ARFGEF1"	"15772"	"8"	6394	6394	7.7577503737606e-05	0.01412385
"ARFGEF2"	"15853"	"20"	5966	5966	8.64559397163187e-05	0.090236546
"ARFGEF3"	"21213"	"6"	7062	7062	0.00011728222955298	0.052676011
"ARFIP1"	"21496"	"4"	1234	1234	1.44453776858754e-05	0.01604813
"ARFIP2"	"17160"	"11"	1202	1202	1.77076144361243e-05	0.117006834
"ARFRP1"	"662"	"20"	706	706	1.44209010730369e-05	0.008888543
"ARG1"	"663"	"6"	1105	1105	1.33443127209729e-05	0.005863934
"ARG2"	"664"	"14"	1177	1177	1.55304035331879e-05	0.011906449
"ARGFX"	"30146"	"3"	996	996	1.25982118833018e-05	0.00194814
"ARGLU1"	"25482"	"13"	944	944	2.22654609503163e-05	0.174544755
"ARHGAP1"	"673"	"11"	1496	1496	2.39942493585801e-05	0.031706185
"ARHGAP10"	"26099"	"4"	2713	2713	3.85724062959721e-05	0.008884254
"ARHGAP11A"	"15783"	"15"	3271	3271	3.88383153694546e-05	0.01671841
"ARHGAP11B"	"15782"	"15"	884	884	1.15598748227295e-05	0.002399194
"ARHGAP12"	"16348"	"10"	2813	2813	3.5095608918581e-05	0.013904953
"ARHGAP15"	"21030"	"2"	1661	1661	2.1357670066736e-05	0.008974774
"ARHGAP17"	"18239"	"16"	3009	3009	4.53739351973882e-05	0.070340431
"ARHGAP18"	"21035"	"6"	2216	2216	2.87601491189927e-05	0.016243279
"ARHGAP19"	"23724"	"10"	1840	1840	2.46421197791391e-05	0.006873632
"ARHGAP20"	"18357"	"11"	3900	3900	4.85899574430505e-05	0.029044323
"ARHGAP21"	"23725"	"10"	6549	6549	9.03424352503909e-05	0.056558515
"ARHGAP22"	"30320"	"10"	2956	2956	5.96138489405134e-05	0.011084216
"ARHGAP23"	"29293"	"17"	4872	4872	0.000116994791191084	NA
"ARHGAP24"	"25361"	"4"	2525	2525	3.34955320896198e-05	0.011537016
"ARHGAP25"	"28951"	"2"	2472	2472	3.51378680915207e-05	0.040845264
"ARHGAP26"	"17073"	"5"	3067	3067	4.47405700475233e-05	0.079208692
"ARHGAP27"	"31813"	"17"	3126	3126	8.22381545156901e-05	0.011929761
"ARHGAP28"	"25509"	"18"	2709	2709	3.89549385090762e-05	0.023137504
"ARHGAP29"	"30207"	"1"	4161	4161	4.9562860057144e-05	0.193066321
"ARHGAP30"	"27414"	"1"	3482	3482	4.87107882634334e-05	0.044168754
"ARHGAP31"	"29216"	"3"	4532	4532	6.38943208896085e-05	0.175066198
"ARHGAP32"	"17399"	"11"	6690	6690	9.43493955161501e-05	0.049290891
"ARHGAP33"	"23085"	"19"	4184	4184	7.75586620178582e-05	0.047607656
"ARHGAP35"	"4591"	"19"	4580	4580	6.92246628799982e-05	0.460720301
"ARHGAP36"	"26388"	"X"	1879	1879	3.20384521560294e-05	0.232363283
"ARHGAP39"	"29351"	"8"	3505	3505	8.44301620744079e-05	0.007374022
"ARHGAP4"	"674"	"X"	3313	3313	6.60028464572371e-05	0.168869226
"ARHGAP40"	"16226"	"20"	2077	2077	3.30597027074247e-05	NA
"ARHGAP42"	"26545"	"11"	2993	2993	3.68916037768083e-05	0.008274076
"ARHGAP44"	"29096"	"17"	2794	2794	4.58907321483605e-05	0.23138479
"ARHGAP45"	"17102"	"19"	4536	4536	0.000110141752009336	0.021249561
"ARHGAP5"	"675"	"14"	4669	4669	5.70688266865962e-05	0.161021362
"ARHGAP6"	"676"	"X"	3630	3630	6.54266624930215e-05	0.160172186
"ARHGAP8"	"677"	"22"	2446	2446	4.92727577846145e-05	NA
"ARHGAP9"	"14130"	"12"	2913	2913	5.21269284527862e-05	0.00565142
"ARHGDIA"	"678"	"17"	1164	1164	2.48075335206114e-05	0.274123101
"ARHGDIB"	"679"	"12"	672	672	9.43950703533771e-06	0.010724078
"ARHGDIG"	"680"	"16"	935	935	1.935633893772e-05	0.070709572
"ARHGEF1"	"681"	"19"	3770	3770	7.58338793102512e-05	0.035876491
"ARHGEF10"	"14103"	"8"	4616	4616	8.13804263491074e-05	0.00958242
"ARHGEF10L"	"25540"	"1"	4522	4522	8.56782395583182e-05	0.017730808
"ARHGEF11"	"14580"	"1"	5390	5390	8.2467235166143e-05	0.056136804
"ARHGEF12"	"14193"	"11"	5275	5275	6.82258881962668e-05	0.098418026
"ARHGEF15"	"15590"	"17"	2750	2750	4.82015871835071e-05	0.026653852
"ARHGEF16"	"15515"	"1"	2480	2480	4.97431410816564e-05	0.004745076
"ARHGEF17"	"21726"	"11"	6512	6512	0.000135592927548617	0.041876284
"ARHGEF18"	"17090"	"19"	3810	3810	8.35658301202841e-05	0.022948802
"ARHGEF19"	"26604"	"1"	2823	2823	5.56392075616831e-05	0.009346452
"ARHGEF2"	"682"	"1"	3660	3660	6.77737482412928e-05	0.138689775
"ARHGEF25"	"30275"	"12"	2205	2205	3.50321783090975e-05	0.009693397
"ARHGEF26"	"24490"	"3"	2909	2909	4.89024822155881e-05	0.015178733
"ARHGEF28"	"30322"	"5"	5857	5857	8.34619260581432e-05	0.012415751
"ARHGEF3"	"683"	"3"	2191	2191	3.51299867505555e-05	0.054802369
"ARHGEF33"	"37252"	"2"	2913	2913	5.44163170837492e-05	NA
"ARHGEF35"	"33846"	"7"	1455	1455	1.8231718967798e-05	NA
"ARHGEF37"	"34430"	"5"	2206	2206	3.40302988026761e-05	NA
"ARHGEF38"	"25968"	"4"	2546	2546	3.07002446860222e-05	NA
"ARHGEF39"	"25909"	"9"	1174	1174	1.96754981660033e-05	0.004334525
"ARHGEF4"	"684"	"2"	5189	5189	9.57424124961968e-05	0.030346276
"ARHGEF40"	"25516"	"14"	4968	4968	8.28301063709057e-05	0.029454701
"ARHGEF5"	"13209"	"7"	5002	5002	7.4329248261661e-05	NA
"ARHGEF6"	"685"	"X"	2764	2764	3.49255043376173e-05	0.121410954
"ARHGEF7"	"15607"	"13"	3258.66666666667	3258.66666666667	5.41156703869402e-05	0.056909992
"ARHGEF9"	"14561"	"X"	1831	1831	2.74395726328538e-05	0.21317278
"ARID1A"	"11110"	"1"	7162	7162	0.000128143376545975	0.383180603
"ARID1B"	"18040"	"6"	7601	7601	0.000153110063576866	0.171574178
"ARID2"	"18037"	"12"	5859	5859	7.33951871639025e-05	0.225705316
"ARID3A"	"3031"	"19"	1898.33333333333	1898.33333333333	4.05139714874399e-05	0.116884481
"ARID3B"	"14350"	"15"	1795	1795	2.70652229750957e-05	0.122240052
"ARID3C"	"21209"	"9"	1335	1335	2.54433818561293e-05	0.005033663
"ARID4A"	"9885"	"14"	4128	4128	4.73834998957082e-05	NA
"ARID4B"	"15550"	"1"	4291	4291	4.84748603959542e-05	0.052867737
"ARID5A"	"17361"	"2"	1881	1881	3.34032809535824e-05	0.211596645
"ARID5B"	"17362"	"10"	3723	3723	5.5469138979318e-05	0.396513896
"ARIH1"	"689"	"15"	1882	1882	3.13347311695468e-05	0.198961804
"ARIH2"	"690"	"3"	1691	1691	2.46006550019665e-05	0.060941625
"ARIH2OS"	"34425"	"3"	873	873	2.62413810780506e-05	0.241991538
"ARL1"	"692"	"12"	688	688	8.98929693515172e-06	0.032735662
"ARL10"	"22042"	"5"	995	995	2.52091028419001e-05	0.00997644
"ARL11"	"24046"	"13"	591	591	1.06635765387637e-05	NA
"ARL13A"	"31709"	"X"	982	982	1.2290659496856e-05	0.004215873
"ARL13B"	"25419"	"3"	1561	1561	1.94772257720986e-05	0.009576884
"ARL14"	"22974"	"3"	579	579	7.05746705325226e-06	0.005093037
"ARL14EP"	"26798"	"11"	815	815	9.44447344205789e-06	0.031670048
"ARL14EPL"	"44201"	"5"	491	491	7.4141028800802e-06	NA
"ARL15"	"25945"	"5"	702	702	9.43543788534692e-06	0.013056654
"ARL16"	"27902"	"17"	658	658	1.37979546050253e-05	0.023234215
"ARL17A"	"24096"	"17"	751	751	9.35979618715099e-06	NA
"ARL17B"	"32387"	"17"	751	751	9.17171478230266e-06	NA
"ARL2"	"693"	"11"	619	619	1.10699679269691e-05	0.014942355
"ARL2BP"	"17146"	"16"	572	572	7.53854026404078e-06	0.003259028
"ARL3"	"694"	"10"	629	629	7.93665813313393e-06	0.040032401
"ARL4A"	"695"	"7"	603	603	6.55838772353137e-06	0.201042141
"ARL4C"	"698"	"2"	626	626	1.54718748431404e-05	0.185957333
"ARL4D"	"656"	"17"	606	606	1.21467819865316e-05	0.034141171
"ARL5A"	"696"	"2"	620	620	7.24446409148125e-06	0.018965558
"ARL5B"	"23052"	"10"	620	620	7.38347131798018e-06	0.049397781
"ARL5C"	"31111"	"17"	620	620	9.38570460075254e-06	NA
"ARL6"	"13210"	"3"	657	657	7.45175873915553e-06	0.019274211
"ARL6IP1"	"697"	"16"	692	692	9.16181924192619e-06	0.004211966
"ARL6IP4"	"18076"	"12"	1212	1212	2.87887655807936e-05	0.010611509
"ARL6IP5"	"16937"	"3"	679	679	1.21052029391316e-05	0.042458757
"ARL6IP6"	"24048"	"2"	729	729	1.60698158039259e-05	0.028639874
"ARL8A"	"25192"	"1"	657	657	1.21164718411692e-05	0.102020366
"ARL8B"	"25564"	"3"	727	727	1.06538133541231e-05	0.049049694
"ARL9"	"23592"	"4"	404	404	4.52339214375327e-06	0.023257295
"ARMC1"	"17684"	"8"	929	929	1.29788209300768e-05	0.053793133
"ARMC10"	"21706"	"7"	1177	1177	1.87996274226315e-05	0.012234981
"ARMC12"	"21099"	"6"	1184	1184	1.92672546592546e-05	0.005031822
"ARMC2"	"23045"	"6"	2860	2860	3.79824655554509e-05	0.009675981
"ARMC3"	"30964"	"10"	2921	2921	3.72766189462205e-05	0.011150612
"ARMC4"	"25583"	"10"	3707	3707	4.94822292756233e-05	0.004748968
"ARMC5"	"25781"	"16"	3566	3566	8.01616267109608e-05	0.023039992
"ARMC6"	"25049"	"19"	1729	1729	3.25465704623903e-05	0.009676293
"ARMC7"	"26168"	"17"	730	730	1.57780449901784e-05	0.007545131
"ARMC8"	"24999"	"3"	2436	2436	3.17307793971983e-05	0.147647616
"ARMC9"	"20730"	"2"	2438	2438	3.62700697799371e-05	0.010334898
"ARMCX1"	"18073"	"X"	1362	1362	1.87147632239046e-05	0.073541758
"ARMCX2"	"16869"	"X"	1899	1899	2.74035627964471e-05	0.237428923
"ARMCX3"	"24065"	"X"	1140	1140	1.46180375085552e-05	0.051682954
"ARMCX4"	"28615"	"X"	6873	6873	7.90352765159084e-05	NA
"ARMCX5"	"25772"	"X"	1677	1677	1.88082950523595e-05	0.082059068
"ARMCX6"	"26094"	"X"	903	903	1.29714322099127e-05	0.059277366
"ARMH1"	"34345"	"1"	1483	1483	2.67523392277821e-05	NA
"ARMH2"	"49394"	"6"	709	709	8.71232122514666e-06	NA
"ARMH3"	"25788"	"10"	2638	2638	3.26514266983595e-05	0.018414885
"ARMH4"	"19846"	"14"	2421	2421	2.98979549025645e-05	0.014765236
"ARMS2"	"32685"	"10"	340	340	4.35075268880369e-06	NA
"ARMT1"	"17872"	"6"	1390	1390	1.6790609608841e-05	0.008627243
"ARNT"	"700"	"1"	2708	2708	3.548774304234e-05	0.037878931
"ARNT2"	"16876"	"15"	2442	2442	3.99371578980054e-05	0.039008118
"ARNTL"	"701"	"11"	2420	2420	3.31481537350452e-05	0.118343232
"ARNTL2"	"18984"	"12"	2208	2208	2.7133053870674e-05	NA
"ARPC1A"	"703"	"7"	1406	1406	2.27904716285846e-05	0.050656036
"ARPC1B"	"704"	"7"	1255	1255	2.88596771692573e-05	0.027653759
"ARPC2"	"705"	"2"	1215	1215	1.97260713750496e-05	0.226255084
"ARPC3"	"706"	"12"	633	633	7.19608641619089e-06	0.26060336
"ARPC4"	"707"	"3"	2320	2320	3.8679497146976e-05	0.278183766
"ARPC5"	"708"	"1"	536	536	9.39221591621841e-06	0.201583284
"ARPC5L"	"23366"	"9"	510	510	1.10056630675509e-05	0.230198306
"ARPIN"	"28782"	"15"	761	761	1.56897272553414e-05	0.009826589
"ARPP19"	"16967"	"15"	444	444	6.76430180264137e-06	0.014521306
"ARPP21"	"16968"	"3"	2894	2894	3.82034252348396e-05	0.02442564
"ARR3"	"710"	"X"	1411	1411	1.95981731513442e-05	0.029888019
"ARRB1"	"711"	"11"	1558	1558	2.74269230838966e-05	0.124679247
"ARRB2"	"712"	"17"	1561	1561	2.69306739611077e-05	0.037138145
"ARRDC1"	"28633"	"9"	1473	1473	2.92846081867214e-05	0.01317542
"ARRDC2"	"25225"	"19"	1729	1729	4.81601987953978e-05	0.006315714
"ARRDC3"	"29263"	"5"	1357	1357	1.82276020670345e-05	0.078074081
"ARRDC4"	"28087"	"15"	1423	1423	2.53624489258085e-05	0.009253519
"ARRDC5"	"31407"	"19"	1061	1061	1.80845165015319e-05	0.006839761
"ARSA"	"713"	"22"	1642	1642	3.21252199722547e-05	NA
"ARSB"	"714"	"5"	1751	1751	3.26058718172564e-05	0.016072277
"ARSD"	"717"	"X"	1979	1979	3.92935091261623e-05	0.004078742
"ARSE"	"719"	"X"	2063	2063	3.59483495117627e-05	0.022969547
"ARSF"	"721"	"X"	1936	1936	3.19926340389216e-05	0.005106181
"ARSG"	"24102"	"17"	1738	1738	2.77134376259571e-05	0.004215311
"ARSH"	"32488"	"X"	1817	1817	2.81465877940979e-05	0.008861483
"ARSI"	"32521"	"5"	1726	1726	3.60891019132987e-05	0.004221247
"ARSJ"	"26286"	"4"	1850	1850	2.42958412973809e-05	0.006916983
"ARSK"	"25239"	"5"	1746	1746	2.27406432120598e-05	0.012654438
"ART1"	"723"	"11"	1032	1032	1.67607979268737e-05	NA
"ART3"	"725"	"4"	1379	1379	1.53301525317656e-05	0.00314442
"ART4"	"726"	"12"	997	997	1.16374650987588e-05	0.005903516
"ART5"	"24049"	"11"	1036	1036	1.58194171545707e-05	0.013010882
"ARTN"	"727"	"1"	806	806	2.40653986895699e-05	NA
"ARV1"	"29561"	"1"	880	880	1.22661461334178e-05	0.001910948
"ARVCF"	"728"	"22"	3174	3174	7.28409303195407e-05	0.003759068
"ARX"	"18060"	"X"	1753	1753	5.60882001812549e-05	NA
"AS3MT"	"17452"	"10"	1288	1288	1.67176478357771e-05	0.002449464
"ASAH1"	"735"	"8"	1567	1567	2.22204399937772e-05	0.008123829
"ASAH2"	"18860"	"10"	2691	2691	3.41548069269204e-05	NA
"ASAH2B"	"23456"	"10"	633	633	8.30498841888174e-06	NA
"ASAP1"	"2720"	"8"	3988	3988	5.44750023873763e-05	0.081387073
"ASAP2"	"2721"	"2"	3453	3453	6.00732041901996e-05	0.094323376
"ASAP3"	"14987"	"1"	3128	3128	5.51517332664751e-05	0.01171673
"ASB1"	"16011"	"2"	1072	1072	2.14408695872303e-05	0.049707721
"ASB10"	"17185"	"7"	1882	1882	3.70087513740367e-05	NA
"ASB11"	"17186"	"X"	1194	1194	1.79325625799582e-05	0.002229689
"ASB12"	"19763"	"X"	973	973	1.48222590830607e-05	0.005621014
"ASB13"	"19765"	"10"	917	917	2.1514060756622e-05	0.001635838
"ASB14"	"19766"	"3"	1938	1938	2.48814316446534e-05	NA
"ASB15"	"19767"	"7"	1897	1897	2.46608930096369e-05	NA
"ASB16"	"19768"	"17"	1426	1426	3.33741410265476e-05	NA
"ASB17"	"19769"	"1"	920	920	1.04650152688842e-05	0.000944364
"ASB18"	"19770"	"2"	1692	1692	4.46473118571221e-05	0.001611259
"ASB2"	"16012"	"14"	2111	2111	5.02782372239425e-05	0.003179912
"ASB3"	"16013"	"2"	1815	1815	2.47097021385902e-05	0.040266889
"ASB4"	"16009"	"7"	1417	1417	2.07278917736525e-05	0.013602178
"ASB5"	"17180"	"4"	1131	1131	1.61251615331144e-05	0.005379399
"ASB6"	"17181"	"9"	1346	1346	2.66817944840889e-05	0.007369822
"ASB7"	"17182"	"15"	997	997	1.67263314849682e-05	0.265765516
"ASB8"	"17183"	"12"	988	988	1.37259839009956e-05	0.011541605
"ASB9"	"17184"	"X"	1010	1010	1.364050989595e-05	0.248355168
"ASCC1"	"24268"	"10"	1572	1572	2.00388243676612e-05	0.007267413
"ASCC2"	"24103"	"22"	2755	2755	4.51098270605143e-05	0.027977896
"ASCC3"	"18697"	"6"	7397	7397	8.91610380443072e-05	NA
"ASCL1"	"738"	"12"	711	711	2.20440543041335e-05	0.053588455
"ASCL2"	"739"	"11"	582	582	2.27973045547369e-05	NA
"ASCL3"	"740"	"11"	546	546	8.42525048016504e-06	0.000362555
