gene_id	mutation_category	events_n	dist	probability
AP2M1	missense	2	59.0	0.08684091315908686
AP2M1	nonsense	0	nan	nan
AP2S1	missense	5	5.1	4.599995400004601e-05
AP2S1	nonsense	0	nan	nan
AP3B1	missense	3	167.0	0.03582896417103582
AP3B1	nonsense	0	nan	nan
AP3B2	missense	5	416.6	0.09772190227809774
AP3B2	nonsense	0	nan	nan
AP3D1	missense	5	863.1	0.5092434907565093
AP3D1	nonsense	0	nan	nan
AP4E1	missense	6	585.8	0.1696108303891696
AP4E1	nonsense	0	nan	nan
AP4M1	missense	2	906.0	0.8666541333458667
AP4M1	nonsense	0	nan	nan
AP5M1	missense	2	337.0	0.3850626149373851
AP5M1	nonsense	0	nan	nan
AP5Z1	missense	3	437.6	0.30311569688430323
AP5Z1	nonsense	0	nan	nan
APC2	missense	8	2017.7,nan	0.9165020834979165
APC2	nonsense	0	nan,nan	nan
APCDD1	missense	4	260.5	0.26798173201826797
APCDD1	nonsense	0	nan	nan
APC	missense	10	1729.4,nan,nan	0.24754575245424756
APC	nonsense	0	nan,nan,nan	nan
APH1A	missense	2	191.0	0.398072601927398
APH1A	nonsense	0	nan	nan
APLNR	missense	2	44.0	0.0843979156020844
APLNR	nonsense	0	nan	nan
APLP1	missense	2	363.0	0.33183266816733187
APLP1	nonsense	0	nan	nan
APOBEC2	missense	2	308.0	0.7462792537207463
APOBEC2	nonsense	0	nan	nan
APOB	missense	9	3637.9	0.7618202381797619
APOB	nonsense	0	nan	nan
APOL4	missense	2	466.0	0.7099642900357099
APOL4	nonsense	0	nan	nan
APOL6	missense	2	246.0	0.4446085553914447
APOL6	nonsense	0	nan	nan
APPL2	missense	3	506.3	0.49295050704949295
APPL2	nonsense	0	nan	nan
APRT	missense	2	10.0	0.04641495358504641
APRT	nonsense	0	nan	nan
APTX	missense	4	49.2,nan,nan,nan	0.010595989404010594
APTX	nonsense	0	nan,nan,nan,nan	nan
AQP1	missense	3	141.6	0.436000563999436
AQP1	nonsense	0	nan	nan
AQP8	missense	2	21.0	0.05850494149505851
AQP8	nonsense	0	nan	nan
AQP9	missense	2	267.0,nan	0.5343204656795343
AQP9	nonsense	0	nan,nan	nan
ARAP1	missense	5	1490.5	0.8994921005078995
ARAP1	nonsense	0	nan	nan
ARAP2	missense	4	559.6	0.08354391645608354
ARAP2	nonsense	0	nan	nan
ARAP3	missense	5	907.8	0.3456156543843457
ARAP3	nonsense	0	nan	nan
AREL1	missense	2	2012.0	0.9579000420999579
AREL1	nonsense	0	nan	nan
ARF1	missense	7	55.6,nan,nan	0.022136977863022145
ARF1	nonsense	0	nan,nan,nan	nan
ARF4	missense	2	18.0	0.07234892765107233
ARF4	nonsense	0	nan	nan
ARFGAP1	missense	2	249.0	0.3625496374503626
ARFGAP1	nonsense	0	nan	nan
ARFGEF1	missense	4	1827.7	0.7658182341817659
ARFGEF1	nonsense	0	nan	nan
ARFGEF2	missense	6	798.4	0.11833888166111836
ARFGEF2	nonsense	0	nan	nan
ARG2	missense	2	218.0	0.35103164896835115
ARG2	nonsense	0	nan	nan
ARHGAP10	missense	3	870.2	0.7272642727357272
ARHGAP10	nonsense	0	nan	nan
ARHGAP11A	missense	2	485.0	0.28715671284328714
ARHGAP11A	nonsense	0	nan	nan
ARHGAP17	missense	2	2071.0	0.9448030551969449
ARHGAP17	nonsense	0	nan	nan
ARHGAP1	missense	2	194.0	0.2774547225452775
ARHGAP1	nonsense	0	nan	nan
ARHGAP20	missense	3	537.0	0.22755577244422753
ARHGAP20	nonsense	0	nan	nan
ARHGAP21	missense	4	1001.5	0.23953276046723956
ARHGAP21	nonsense	0	nan	nan
ARHGAP23	missense	4	1684.9	0.8914461085538914
ARHGAP23	nonsense	0	nan	nan
ARHGAP24	missense	4	675.8	0.6862323137676862
ARHGAP24	nonsense	0	nan	nan
ARHGAP25	missense	2	796.0	0.6577193422806579
ARHGAP25	nonsense	0	nan	nan
ARHGAP26	missense	3	300.0,nan	0.22731377268622738
ARHGAP26	nonsense	0	nan,nan	nan
ARHGAP29	missense	3	925.0	0.46583253416746606
ARHGAP29	nonsense	0	nan	nan
ARHGAP32	missense	3	1013.2	0.25434674565325427
ARHGAP32	nonsense	0	nan	nan
ARHGAP35	missense	10	1012.0	0.4288265711734289
ARHGAP35	nonsense	0	nan	nan
ARHGAP39	missense	3	588.1	0.2848837151162848
ARHGAP39	nonsense	0	nan	nan
ARHGAP42	missense	2	nan	nan
ARHGAP42	nonsense	0	nan	nan
ARHGAP44	missense	2	746.0	0.5176964823035177
ARHGAP44	nonsense	0	nan	nan
ARHGAP45	missense	3	369.3	0.13410486589513407
ARHGAP45	nonsense	0	nan	nan
ARHGAP4	missense	4	461.5	0.1907538092461908
ARHGAP4	nonsense	0	nan	nan
ARHGAP9	missense	2	273.0	0.23507076492923507
ARHGAP9	nonsense	0	nan	nan
ARHGDIA	missense	2	262.0	0.6015153984846016
ARHGDIA	nonsense	0	nan	nan
ARHGEF10L	missense	2	2510.0	0.8655761344238656
ARHGEF10L	nonsense	0	nan	nan
ARHGEF10	missense	2	426.0	0.19749380250619747
ARHGEF10	nonsense	0	nan	nan
ARHGEF11	missense	3	1184.4	0.5015224984775016
ARHGEF11	nonsense	0	nan	nan
ARHGEF12	missense	2	1181.0	0.4461045538954461
ARHGEF12	nonsense	0	nan	nan
ARHGEF16	missense	2	745.0	0.5490384509615491
ARHGEF16	nonsense	0	nan	nan
ARHGEF17	missense	6	1914.8	0.8493681506318493
ARHGEF17	nonsense	0	nan	nan
ARHGEF18	missense	6	578.8	0.16792483207516795
ARHGEF18	nonsense	0	nan	nan
ARHGEF19	missense	2	928.0	0.6644083355916643
ARHGEF19	nonsense	0	nan	nan
ARHGEF25	missense	5	463.0	0.5472474527525472
ARHGEF25	nonsense	0	nan	nan
ARHGEF26	missense	3	603.4,nan	0.4079415920584081
ARHGEF26	nonsense	0	nan,nan	nan
ARHGEF28	missense	5	1098.0,nan	0.34720565279434734
ARHGEF28	nonsense	0	nan,nan	nan
ARHGEF2	missense	3	1033.7	0.6845603154396847
ARHGEF2	nonsense	0	nan	nan
ARHGEF33	missense	2	1397.0,nan	0.804993195006805
ARHGEF33	nonsense	0	nan,nan	nan
ARHGEF3	missense	2	1156.0	0.8854721145278854
ARHGEF3	nonsense	0	nan	nan
ARHGEF40	missense	4	114.5	0.0020019979980020037
ARHGEF40	nonsense	0	nan	nan
ARHGEF4	missense	3	283.8	0.22198477801522198
ARHGEF4	nonsense	0	nan	nan
ARHGEF7	missense	2	1591.0	0.8620971379028621
ARHGEF7	nonsense	0	nan	nan
ARHGEF9	missense	5	248.9	0.23890176109823888
ARHGEF9	nonsense	0	nan	nan
ARID1A	missense	11	660.3	0.0012999987000013003
ARID1A	nonsense	0	nan	nan
ARID1B	missense	12	1219.6	0.09278390721609281
ARID1B	nonsense	0	nan	nan
ARID3A	missense	2	nan,nan	nan
ARID3A	nonsense	0	nan,nan	nan
ARID3C	missense	2	348.0	0.521851478148522
ARID3C	nonsense	0	nan	nan
ARID4A	missense	10	948.5	0.6710793289206711
ARID4A	nonsense	0	nan	nan
ARID4B	missense	5	800.1,nan	0.33539666460333545
ARID4B	nonsense	0	nan,nan	nan
ARID5A	missense	2	1068.0	0.8167521832478167
ARID5A	nonsense	0	nan	nan
ARID5B	missense	2	691.0	0.35195764804235197
ARID5B	nonsense	0	nan	nan
ARIH1	missense	4	594.4	0.8471991528008472
ARIH1	nonsense	0	nan	nan
ARL14EPL	missense	2	165.0	0.5886464113535886
ARL14EPL	nonsense	0	nan	nan
ARMC3	missense	2	365.0	0.2668907331092669
ARMC3	nonsense	0	nan	nan
ARMC5	missense	4	993.5	0.7804302195697804
ARMC5	nonsense	0	nan	nan
ARMH1	missense	3	209.7,nan	0.2878967121032879
ARMH1	nonsense	0	nan,nan	nan
AR	missense	3	346.9	0.18972681027318972
AR	nonsense	0	nan	nan
ARNT2	missense	2	281.0,nan	0.24572175427824566
ARNT2	nonsense	0	nan,nan	nan
ARNTL	missense	2	1299.0	0.9077010922989077
ARNTL	nonsense	0	nan	nan
ARPC4	missense	2	0.0	0.007422992577007428
ARPC4	nonsense	0	nan	nan
ARPP21	missense	3	77.3,nan	0.01572098427901573
ARPP21	nonsense	0	nan,nan	nan
ARRB1	missense	2	254.0,nan	0.37150962849037156
ARRB1	nonsense	0	nan,nan	nan
ARRB2	missense	2	688.0	0.7821492178507823
ARRB2	nonsense	0	nan	nan
ARRDC3	missense	2	127.0	0.19829280170719826
ARRDC3	nonsense	0	nan	nan
ARSA	missense	2	469.0,nan,nan,nan	0.5192394807605196
ARSA	nonsense	0	nan,nan,nan,nan	nan
ARSB	missense	3	126.9	0.09180490819509177
ARSB	nonsense	0	nan	nan
ARSG	missense	3	395.1	0.49011350988649016
ARSG	nonsense	0	nan	nan
ARSJ	missense	2	960.0	0.782013217986782
ARSJ	nonsense	0	nan	nan
ART5	missense	2	270.0,nan	0.5158854841145157
ART5	nonsense	0	nan,nan	nan
ARVCF	missense	3	865.3	0.631080368919631
ARVCF	nonsense	0	nan	nan
ASAP2	missense	3	461.7	0.22845777154222846
ASAP2	nonsense	0	nan	nan
ASB10	missense	2	11.0	0.017392982607017386
ASB10	nonsense	0	nan	nan
ASB18	missense	2	1340.0	0.9995650004349995
ASB18	nonsense	0	nan	nan
ASB2	missense	2	1431.0	0.9581960418039582
ASB2	nonsense	0	nan	nan
ASCC1	missense	3	413.2,nan	0.6994653005346996
ASCC1	nonsense	0	nan,nan	nan
ASCC3	missense	6	1686.0	0.6238663761336238
ASCC3	nonsense	0	nan	nan
ASF1A	missense	2	155.0	0.4461825538174462
ASF1A	nonsense	0	nan	nan
ASH1L	missense	8	1651.3	0.19761680238319762
ASH1L	nonsense	0	nan	nan
ASH2L	missense	2	796.0	0.6449613550386449
ASH2L	nonsense	0	nan	nan
ASIC2	missense	2	253.0	0.3082246917753081
ASIC2	nonsense	0	nan	nan
ASIC3	missense	7	274.8	0.1644138355861644
ASIC3	nonsense	0	nan	nan
ASIC5	missense	4	537.8	0.8508911491088509
ASIC5	nonsense	0	nan	nan
ASL	missense	2	364.0,nan	0.4487185512814489
ASL	nonsense	0	nan,nan	nan
ASPG	missense	3	503.4	0.5799214200785798
ASPG	nonsense	0	nan	nan
ASPM	missense	4	3166.4	0.6889593110406891
ASPM	nonsense	0	nan	nan
ASPRV1	missense	2	1.0	0.006325993674006325
ASPRV1	nonsense	0	nan	nan
ASPSCR1	missense	2	101.0	0.10351089648910351
ASPSCR1	nonsense	0	nan	nan
ASS1	missense	3	431.0,nan,nan	0.7346232653767344
ASS1	nonsense	0	nan,nan,nan	nan
ASTE1	missense	2	329.0	0.2863427136572864
ASTE1	nonsense	0	nan	nan
ASTL	missense	2	286.0	0.42974157025842963
ASTL	nonsense	0	nan	nan
ASTN1	missense	6	823.5	0.34225165774834215
ASTN1	nonsense	0	nan	nan
ASTN2	missense	5	997.3	0.5032034967965031
ASTN2	nonsense	0	nan	nan
ASXL2	missense	2	486.0	0.2085927914072086
ASXL2	nonsense	0	nan	nan
ASXL3	missense	3	2818.5	0.8453951546048453
ASXL3	nonsense	0	nan	nan
ATAD2B	missense	4	1028.4	0.43893556106443876
ATAD2B	nonsense	0	nan	nan
ATAD3C	missense	3	276.4	0.441120558879441
ATAD3C	nonsense	0	nan	nan
ATAD5	missense	5	1354.0	0.5149664850335149
ATAD5	nonsense	0	nan	nan
ATF2	missense	5	411.3,nan	0.6439093560906439
ATF2	nonsense	0	nan,nan	nan
ATF5	missense	2	95.0,nan	0.2287557712442287
ATF5	nonsense	0	nan,nan	nan
ATF6B	missense	4	484.1	0.44504855495144524
ATF6B	nonsense	0	nan	nan
ATF7IP2	missense	2	352.0,nan	0.3076066923933076
ATF7IP2	nonsense	0	nan,nan	nan
ATF7IP	missense	4	351.7	0.0545919454080546
ATF7IP	nonsense	0	nan	nan
ATF7	missense	2	372.0,nan	0.44648155351844665
ATF7	nonsense	0	nan,nan	nan
ATG14	missense	2	784.0	0.7330582669417329
ATG14	nonsense	0	nan	nan
ATG16L2	missense	2	849.0	0.8354471645528354
ATG16L2	nonsense	0	nan	nan
ATG2A	missense	4	1434.3	0.4968555031444969
ATG2A	nonsense	0	nan	nan
ATG3	missense	2	201.0	0.3894996105003894
ATG3	nonsense	0	nan	nan
ATG4B	missense	3	426.9	0.806013193986806
ATG4B	nonsense	0	nan	nan
ATG5	missense	3	124.0,nan	0.23143876856123144
ATG5	nonsense	0	nan,nan	nan
ATG9B	missense	3	1612.5	0.9951890048109951
ATG9B	nonsense	0	nan	nan
ATL1	missense	6	144.5,nan	0.013134986865013139
ATL1	nonsense	0	nan,nan	nan
ATL2	missense	2	16.0	0.023451976548023456
ATL2	nonsense	0	nan	nan
ATM	missense	5	2521.0,nan	0.6569573430426568
ATM	nonsense	0	nan,nan	nan
ATN1	missense	9	174.3,nan	0.00021399978600021395
ATN1	nonsense	0	nan,nan	nan
ATP10B	missense	5	919.4	0.3847596152403847
ATP10B	nonsense	0	nan	nan
ATP10D	missense	3	545.7	0.17760682239317757
ATP10D	nonsense	0	nan	nan
ATP11A	missense	3	904.0	0.4896765103234896
ATP11A	nonsense	0	nan	nan
ATP11B	missense	3	499.0	0.2015477984522015
ATP11B	nonsense	0	nan	nan
ATP11C	missense	3	955.6	0.5769314230685769
ATP11C	nonsense	0	nan	nan
ATP13A1	missense	5	142.3	0.0015739984260015748
ATP13A1	nonsense	0	nan	nan
ATP13A3	missense	4	758.6,nan	0.3762766237233763
ATP13A3	nonsense	0	nan,nan	nan
ATP13A4	missense	5	1080.6	0.7698962301037698
ATP13A4	nonsense	0	nan	nan
ATP1A1	missense	3	592.3,nan	0.33473766526233467
ATP1A1	nonsense	0	nan,nan	nan
ATP1A2	missense	14	459.4	0.019609980390019616
ATP1A2	nonsense	0	nan	nan
ATP1A3	missense	31	348.4	1.9999980000019993e-06
ATP1A3	nonsense	0	nan	nan
ATP1A4	missense	8	744.5	0.5992184007815993
ATP1A4	nonsense	0	nan	nan
ATP2A1	missense	3	289.5	0.1178558821441179
ATP2A1	nonsense	0	nan	nan
ATP2A2	missense	7	551.7	0.20704679295320708
ATP2A2	nonsense	0	nan	nan
ATP2A3	missense	3	1178.6	0.7951982048017951
ATP2A3	nonsense	0	nan	nan
ATP2B1	missense	5	573.3,nan	0.16756083243916758
ATP2B1	nonsense	0	nan,nan	nan
ATP2B2	missense	11	885.1,nan	0.6233383766616232
ATP2B2	nonsense	0	nan,nan	nan
ATP2B4	missense	4	1209.0	0.8061021938978061
ATP2B4	nonsense	0	nan	nan
ATP2C1	missense	3	768.0	0.5147224852775149
ATP2C1	nonsense	0	nan	nan
ATP2C2	missense	3	586.4	0.35916464083535915
ATP2C2	nonsense	0	nan	nan
ATP5F1B	missense	3	739.3	0.9004780995219005
ATP5F1B	nonsense	0	nan	nan
ATP5F1C	missense	2	484.0	0.7445962554037446
ATP5F1C	nonsense	0	nan	nan
ATP6AP1	missense	3	246.0	0.27785672214327795
ATP6AP1	nonsense	0	nan	nan
ATP6V0A1	missense	11	40.3	1.010100999897969e-08
ATP6V0A1	nonsense	0	nan	nan
ATP6V0C	missense	2	92.0	0.35983764016235986
ATP6V0C	nonsense	0	nan	nan
ATP6V1A	missense	13	296.8	0.041726958273041743
ATP6V1A	nonsense	0	nan	nan
ATP6V1B1	missense	4	259.9	0.23949376050623947
ATP6V1B1	nonsense	0	nan	nan
ATP6V1B2	missense	5	368.8	0.47822452177547814
ATP6V1B2	nonsense	0	nan	nan
ATP6V1H	missense	4	447.0,nan	0.7073602926397073
ATP6V1H	nonsense	0	nan,nan	nan
ATP7A	missense	2	513.0	0.21695878304121693
ATP7A	nonsense	0	nan	nan
ATP7B	missense	5	1204.6	0.6733873266126734
ATP7B	nonsense	0	nan	nan
ATP8A1	missense	5	1065.0	0.7508232491767508
ATP8A1	nonsense	0	nan	nan
ATP8B1	missense	3	960.7,nan	0.4723725276274726
ATP8B1	nonsense	0	nan,nan	nan
ATP8B2	missense	2	1383.0	0.6073623926376074
ATP8B2	nonsense	0	nan	nan
ATP8B3	missense	2	2577.0	0.9012900987099013
ATP8B3	nonsense	0	nan	nan
ATP8B4	missense	2	849.0,nan	0.4081755918244082
ATP8B4	nonsense	0	nan,nan	nan
ATP9A	missense	2	72.0	0.04737095262904737
ATP9A	nonsense	0	nan	nan
ATRIP	missense	3	302.5	0.15852984147015856
ATRIP	nonsense	0	nan	nan
ATR	missense	5	1622.2	0.33808666191333814
ATRNL1	missense	4	1750.3	0.9474910525089475
ATRNL1	nonsense	0	nan	nan
ATRN	missense	7	767.7	0.15944184055815946
ATRN	nonsense	0	nan	nan
ATR	nonsense	0	nan	nan
ATRX	missense	12	1669.1	0.41967058032941973
ATRX	nonsense	0	nan	nan
ATXN10	missense	2	456.0	0.521849478150522
ATXN10	nonsense	0	nan	nan
ATXN1	missense	3	663.8,nan	0.5482234517765483
ATXN1	nonsense	0	nan,nan	nan
ATXN2L	missense	4	861.0	0.5418524581475419
ATXN2L	nonsense	0	nan	nan
ATXN2	missense	3	766.9	0.32464467535532454
ATXN2	nonsense	0	nan	nan
ATXN7L2	missense	4	279.2	0.12685787314212685
ATXN7L2	nonsense	0	nan	nan
ATXN7L3	missense	2	222.0	0.37939562060437937
ATXN7L3	nonsense	0	nan	nan
ATXN7	missense	2	1373.0,nan	0.6965373034626965
ATXN7	nonsense	0	nan,nan	nan
AUNIP	missense	2	356.0	0.5053874946125054
AUNIP	nonsense	0	nan	nan
AUTS2	missense	5	698.6,nan	0.295882704117296
AUTS2	nonsense	0	nan,nan	nan
AVL9	missense	2	745.0	0.6052813947186053
AVL9	nonsense	0	nan	nan
AVPR1B	missense	2	723.0	0.8062171937828062
AVPR1B	nonsense	0	nan	nan
AVPR2	missense	2	476.0	0.7160392839607161
AVPR2	nonsense	0	nan	nan
AXDND1	missense	2	1265.0	0.6564033435966563
AXDND1	nonsense	0	nan	nan
AXIN2	missense	2	1822.0	0.9292450707549292
AXIN2	nonsense	0	nan	nan
AXL	missense	2	386.0	0.2667837332162668
AXL	nonsense	0	nan	nan
AZGP1	missense	2	120.0	0.25250174749825244
AZGP1	nonsense	0	nan	nan
AZU1	missense	2	264.0	0.5893094106905894
AZU1	nonsense	0	nan	nan
B3GNT9	missense	2	209.0	0.3281596718403282
B3GNT9	nonsense	0	nan	nan
B4GALNT1	missense	4	428.2	0.5936574063425937
B4GALNT1	nonsense	0	nan	nan
B4GALNT3	missense	7	541.3	0.1786018213981786
B4GALNT3	nonsense	0	nan	nan
B4GALNT4	missense	4	917.7	0.7047342952657047
B4GALNT4	nonsense	0	nan	nan
B4GALT1	missense	3	335.4	0.5656244343755656
B4GALT1	nonsense	0	nan	nan
B4GALT2	missense	2	526.0	0.6857043142956857
B4GALT2	nonsense	0	nan	nan
BACH2	missense	5	607.3,nan,nan	0.513814486185514
BACH2	nonsense	0	nan,nan,nan	nan
BAG1	missense	2	814.0	0.9432940567059432
BAG1	nonsense	0	nan	nan
BAG3	missense	6	179.4	0.03435096564903435
BAG3	nonsense	0	nan	nan
BAHD1	missense	5	527.2	0.4276565723434277
BAHD1	nonsense	0	nan	nan
BAMBI	missense	2	233.0	0.4937025062974938
BAMBI	nonsense	0	nan	nan
BANK1	missense	2	358.0	0.2757467242532756
BANK1	nonsense	0	nan	nan
BAP1	missense	5	218.6	0.03942496057503941
BAP1	nonsense	0	nan	nan
BARD1	missense	2	1514.0	0.8248681751318249
BARD1	nonsense	0	nan	nan
BARHL2	missense	3	437.8	0.7836512163487837
BARHL2	nonsense	0	nan	nan
BARX2	missense	2	457.0	0.7973552026447972
BARX2	nonsense	0	nan	nan
BAZ1A	missense	4	875.3,nan	0.28205771794228207
BAZ1A	nonsense	0	nan,nan	nan
BAZ1B	missense	3	763.2,nan	0.2674057325942674
BAZ1B	nonsense	0	nan,nan	nan
BAZ2A	missense	5	1756.5	0.7955362044637956
BAZ2A	nonsense	0	nan	nan
BAZ2B	missense	8	1258.4	0.2831427168572832
BAZ2B	nonsense	0	nan	nan
BBS1	missense	3	232.8	0.19175780824219185
BBS1	nonsense	0	nan	nan
BBX	missense	3	1409.1	0.9378120621879378
BBX	nonsense	0	nan	nan
BCAM	missense	4	489.5	0.5367544632455368
BCAM	nonsense	0	nan	nan
BCAN	missense	2	239.0	0.17803982196017798
BCAN	nonsense	0	nan	nan
BCAP29	missense	2	446.0	0.7538652461347539
BCAP29	nonsense	0	nan	nan
BCAR1	missense	4	585.4	0.4196725803274197
BCAR1	nonsense	0	nan	nan
BCAR3	missense	3	280.8,nan,nan	0.15110584889415107
BCAR3	nonsense	0	nan,nan,nan	nan
BCAT1	missense	2	nan	nan
BCAT1	nonsense	0	nan	nan
BCHE	missense	2	198.0	0.20808079191920806
BCHE	nonsense	0	nan	nan
BCL11A	missense	7	91.8	0.00012999987000012993
BCL11A	nonsense	0	nan	nan
BCL11B	missense	10	297.5	0.010787989212010785
BCL11B	nonsense	0	nan	nan
BCL2L2-PABPN1	missense	2	242.0,nan	0.4019135980864018
BCL2L2-PABPN1	nonsense	0	nan,nan	nan
BCL3	missense	3	362.1	0.5330714669285332
BCL3	nonsense	0	nan	nan
BCL6	missense	3	835.1,nan	0.7908832091167909
BCL6	nonsense	0	nan,nan	nan
BCL9L	missense	4	1163.8	0.5553134446865553
BCL9L	nonsense	0	nan	nan
BCL9	missense	4	655.8	0.19212980787019213
BCL9	nonsense	0	nan	nan
BCO2	missense	3	52.7	0.014638985361014633
BCO2	nonsense	0	nan	nan
BCORL1	missense	3	1546.8	0.5773354226645775
BCORL1	nonsense	0	nan	nan
BCOR	missense	5	928.3,nan	0.26056473943526054
BCOR	nonsense	0	nan,nan	nan
BCR	missense	2	1371.0	0.578079421920578
BCR	nonsense	0	nan	nan
BDKRB1	missense	2	287.0	0.508020491979508
BDKRB1	nonsense	0	nan	nan
BDKRB2	missense	3	383.5,nan	0.685930314069686
BDKRB2	nonsense	0	nan,nan	nan
BDP1	missense	3	1440.6	0.2975027024972975
BDP1	nonsense	0	nan	nan
BEGAIN	missense	3	227.0,nan	0.19100480899519107
BEGAIN	nonsense	0	nan,nan	nan
BEND3	missense	2	718.0,nan	0.5119774880225119
BEND3	nonsense	0	nan,nan	nan
BFSP1	missense	5	302.8	0.1855728144271856
BFSP1	nonsense	0	nan	nan
BHLHA15	missense	2	358.0,nan	0.8971761028238971
BHLHA15	nonsense	0	nan,nan	nan
BHLHE40	missense	2	263.0	0.37986962013038
BHLHE40	nonsense	0	nan	nan
BHLHE41	missense	2	nan	nan
BHLHE41	nonsense	0	nan	nan
BICC1	missense	2	1307.0	0.6524123475876524
BICC1	nonsense	0	nan	nan
BICD2	missense	9	297.3	0.01174598825401175
BICD2	nonsense	0	nan	nan
BICRA	missense	5	557.7	0.06935893064106938
BICRA	nonsense	0	nan	nan
BID	missense	2	177.0	0.4136885863114136
BID	nonsense	0	nan	nan
BIRC6	missense	15	3300.9	0.40445759554240446
BIRC6	nonsense	0	nan	nan
BLMH	missense	3	169.7	0.1695848304151696
BLMH	nonsense	0	nan	nan
BLM	missense	4	955.9	0.42718757281242725
BLM	nonsense	0	nan	nan
BLNK	missense	2	549.0	0.656122343877656
BLNK	nonsense	0	nan	nan
BMF	missense	2	455.0,nan,nan,nan	0.97004602995397
BMF	nonsense	0	nan,nan,nan,nan	nan
BMI1	missense	3	402.3	0.8145411854588145
BMI1	nonsense	0	nan	nan
BMP1	missense	3	443.4	0.22836577163422836
BMP1	nonsense	0	nan	nan
BMP4	missense	2	267.0,nan,nan	0.4056665943334059
BMP4	nonsense	0	nan,nan,nan	nan
BMPER	missense	2	503.0,nan	0.4255005744994256
BMPER	nonsense	0	nan,nan	nan
BMPR1A	missense	2	42.0	0.057689942310057696
BMPR1A	nonsense	0	nan	nan
BMPR1B	missense	3	429.9,nan,nan,nan,nan	0.5525204474795525
BMPR1B	nonsense	0	nan,nan,nan,nan,nan	nan
BMPR2	missense	4	18.2	2.7999972000028003e-05
BMPR2	nonsense	0	nan	nan
BNC1	missense	3	1092.6	0.7124382875617123
BNC1	nonsense	0	nan	nan
BNC2	missense	3	858.0	0.5096784903215095
BNC2	nonsense	0	nan	nan
BOC	missense	4	1397.6,nan	0.9637210362789638
BOC	nonsense	0	nan,nan	nan
BOD1L1	missense	4	2012.2	0.38071761928238074
BOD1L1	nonsense	0	nan	nan
BPIFA1	missense	2	65.0,nan,nan	0.1662138337861662
BPIFA1	nonsense	0	nan,nan,nan	nan
BPIFB1	missense	2	159.0	0.21087378912621085
BPIFB1	nonsense	0	nan	nan
BPIFC	missense	2	400.0,nan	0.4708985291014709
BPIFC	nonsense	0	nan,nan	nan
BPNT1	missense	2	42.0	0.09216190783809225
BPNT1	nonsense	0	nan	nan
BPTF	missense	7	1780.3	0.2147027852972147
BPTF	nonsense	0	nan	nan
BRCA2	missense	11	2894.0	0.9306120693879306
BRCA2	nonsense	0	nan	nan
BRD1	missense	3	1159.0	0.6626773373226627
BRD1	nonsense	0	nan	nan
BRD3	missense	6	494.1	0.48969051030948985
BRD3	nonsense	0	nan	nan
BRD4	missense	7	626.4	0.10042989957010041
BRD4	nonsense	0	nan	nan
BRD7	missense	2	150.0	0.1505208494791505
BRD7	nonsense	0	nan	nan
BRD9	missense	2	289.0	0.294923705076295
BRD9	nonsense	0	nan	nan
BRF1	missense	5	493.3,nan	0.44536955463044536
BRF1	nonsense	0	nan,nan	nan
BRF2	missense	2	567.0	0.6750343249656751
BRF2	nonsense	0	nan	nan
BRICD5	missense	3	251.1	0.6784873215126785
BRICD5	nonsense	0	nan	nan
BRINP1	missense	4	255.8	0.10532289467710533
BRINP1	nonsense	0	nan	nan
BRINP3	missense	2	146.0	0.12609587390412613
BRINP3	nonsense	0	nan	nan
BRIP1	missense	2	1226.0	0.5603454396545602
BRIP1	nonsense	0	nan	nan
BRIX1	missense	2	301.0	0.4752555247444751
BRIX1	nonsense	0	nan	nan
BRMS1L	missense	2	456.0	0.7054962945037057
BRMS1L	nonsense	0	nan	nan
BROX	missense	2	594.0	0.7429332570667431
BROX	nonsense	0	nan	nan
BRPF1	missense	3	1428.3	0.8143101856898143
BRPF1	nonsense	0	nan	nan
BRPF3	missense	2	3390.0	0.9922520077479923
BRPF3	nonsense	0	nan	nan
BRSK2	missense	3	608.9	0.5331524668475334
BRSK2	nonsense	0	nan	nan
BRWD1	missense	10	1238.5	0.12918387081612923
BRWD1	nonsense	0	nan	nan
BRWD3	missense	3	515.1	0.1060948939051061
BRWD3	nonsense	0	nan	nan
BSND	missense	2	581.0	0.8363521636478364
BSND	nonsense	0	nan	nan
BSN	missense	9	3471.4	0.9296420703579297
BSN	nonsense	0	nan	nan
BTAF1	missense	3	2231.9	0.8164871835128165
BTAF1	nonsense	0	nan	nan
BTBD9	missense	3	702.3,nan	0.7646742353257647
BTBD9	nonsense	0	nan,nan	nan
BTK	missense	4	375.9	0.2971667028332971
BTK	nonsense	0	nan	nan
BTN2A1	missense	2	643.0	0.636046363953636
BTN2A1	nonsense	0	nan	nan
BTN3A1	missense	2	969.0	0.8524261475738524
BTN3A1	nonsense	0	nan	nan
BTRC	missense	3	68.3	0.021130978869021138
BTRC	nonsense	0	nan	nan
BUB1	missense	2	1739.0	0.7844582155417845
BUB1	nonsense	0	nan	nan
BYSL	missense	2	1110.0	0.963998036001964
BYSL	nonsense	0	nan	nan
C10orf71	missense	2	nan,nan	nan
C10orf71	nonsense	0	nan,nan	nan
C11orf16	missense	2	661.0	0.6882683117316883
C11orf16	nonsense	0	nan	nan
C11orf1	missense	2	297.0	0.901925098074902
C11orf1	nonsense	0	nan	nan
C11orf65	missense	2	6.0,nan	0.016932983067016932
C11orf65	nonsense	0	nan,nan	nan
