gene_id	mutation_category	events_n	dist	probability
EEA1	missense	8	1138.9	0.7298262701737298
EED	missense	2	132.0	0.17672682327317676
EEF1A2	missense	21	219.9,nan	0.009326990673009324
EEF1G	missense	2	249.0	0.3131686868313133
EEF2	missense	11	688.7	0.8471251528748471
EFCAB5	missense	4	2002.2	0.9852530147469852
EFCAB6	missense	2	28.0	0.013531986468013532
EFEMP2	missense	5	472.0,nan	0.7525272474727527
EFHC1	missense	2	695.0	0.588764411235589
EFNB1	missense	2	669.0	0.8410731589268411
EFR3B	missense	4	926.3	0.9007210992789008
EFTUD2	missense	12	498.5,nan	0.08360691639308361
EGFL7	missense	2	3.0,nan,nan,nan	0.013936986063013933
EGFLAM	missense	6	1011.2	0.920910079089921
EGF	missense	3	544.3	0.23910976089023914
EGLN2	missense	4	277.7,nan,nan	0.508987491012509
EGR2	missense	2	76.0,nan	0.11004188995811004
EGR3	missense	5	116.7	0.05261394738605263
EGR4	missense	2	1539.0	0.981013018986981
EHMT1	missense	12	879.9	0.43530256469743533
EIF2AK1	missense	3	421.3	0.39620060379939614
EIF2AK2	missense	3	74.0,nan	0.03006296993703006
EIF2AK3	missense	2	372.0	0.21171678828321167
EIF2AK4	missense	3	1150.7	0.4713665286334714
EIF2D	missense	3	650.5	0.7566432433567567
EIF3A	missense	4	1434.7	0.8366241633758367
EIF3B	missense	5	212.6,nan	0.02774597225402775
EIF3D	missense	2	4.0,nan	0.008210991789008212
EIF3F	missense	3	99.1	0.10908289091710911
EIF3I	missense	2	408.0	0.6426763573236427
EIF4A2	missense	3	222.0	0.3258466741533259
EIF4A3	missense	2	195.0	0.2811017188982811
EIF4E1B	missense	2	159.0,nan	0.4206685793314203
EIF4ENIF1	missense	2	688.0,nan	0.40652359347640676
EIF4G1	missense	2	67.0,nan,nan	0.029645970354029647
EIF4G2	missense	6	522.9,nan,nan	0.2905757094242904
EIF5A2	missense	2	0.0	0.008303991696008301
EIF5A	missense	4	13.6	0.0024389975610024386
EIF5B	missense	3	455.8	0.1741168258831741
ELAVL2	missense	2	384.0	0.5529324470675532
ELAVL3	missense	3	325.4	0.6172413827586174
ELFN1	missense	2	1681.0,nan	0.8884321115678885
ELFN2	missense	5	676.2	0.6609783390216609
ELL	missense	4	290.3	0.1997618002381997
ELMO1	missense	5	426.4,nan,nan	0.2885047114952882
ELMO3	missense	2	225.0	0.18900781099218905
ELMOD3	missense	2	173.0	0.40634259365740644
ELMSAN1	missense	6	107.0,nan,nan	0.00025899974100025914
ELN	missense	3	949.7	0.8067461932538067
ELOA	missense	2	2205.0	0.9883840116159884
ELOVL1	missense	2	453.0	0.7783222216777783
ELOVL2	missense	2	344.0	0.6377923622076379
ELOVL5	missense	2	619.0	0.894986105013895
ELP1	missense	5	1001.7	0.5577914422085577
ELP3	missense	3	420.9	0.4907465092534907
ELP4	missense	3	608.2	0.7542762457237543
EMC1	missense	2	557.0	0.33937566062433944
EMC2	missense	2	531.0	0.837989162010838
EMILIN2	missense	3	1509.6	0.9155980844019156
EMILIN3	missense	2	326.0	0.25649974350025656
EML2	missense	3	765.0	0.6097133902866098
EML3	missense	2	1156.0	0.6423103576896423
EML4	missense	4	949.7	0.7412452587547412
EML5	missense	3	1935.8	0.648909351090649
EML6	missense	6	1804.4	0.8356041643958357
EMP3	missense	2	435.0,nan	0.9862300137699862
ENAH	missense	2	1386.0	0.8411301588698411
ENAM	missense	2	69.0	0.04126995873004127
ENC1	missense	4	585.1,nan	0.7604812395187606
ENDOU	missense	2	293.0	0.41419258580741425
ENGASE	missense	4	417.8	0.28107171892828087
ENKD1	missense	2	101.0	0.1878928121071879
ENO1	missense	3	605.0	0.9225380774619225
ENO2	missense	2	36.0,nan,nan	0.05710094289905711
ENOX1	missense	3	358.8,nan	0.3498286501713499
ENPP3	missense	2	nan,nan	nan
ENTPD2	missense	5	241.4	0.16214683785316217
ENTPD5	missense	4	365.0	0.6466293533706466
ENTPD7	missense	2	674.0	0.5925024074975925
ENTPD8	missense	2	703.0,nan	0.7396252603747397
ENY2	missense	2	87.0	0.4926775073224928
EOGT	missense	3	557.1	0.7389672610327391
EOMES	missense	2	1185.0	0.8232851767148233
EP300	missense	24	1098.8	0.0021569978430021576
EP400	missense	10	2138.7	0.4721785278214722
EPAS1	missense	3	1383.0	0.9697480302519698
EPB41L1	missense	2	1550.0	0.8477571522428478
EPB41L3	missense	2	1059.0,nan	0.5353244646755353
EPB41L5	missense	5	641.6	0.6933603066396934
EPB41	missense	2	847.0,nan	0.5687094312905688
EPB42	missense	3	849.1	0.8151671848328153
EPC1	missense	2	59.0	0.049897950102049914
EPCAM	missense	4	510.2,nan	0.967952032047968
EPG5	missense	4	1361.6	0.2618547381452618
EPHA10	missense	6	656.2	0.47737352262647736
EPHA3	missense	2	209.0	0.13866286133713868
EPHA4	missense	7	917.7,nan	0.9127110872889127
EPHA5	missense	5	667.2	0.35232264767735244
EPHA6	missense	3	1457.7	0.8516531483468517
EPHA7	missense	4	1232.0	0.9541760458239542
EPHB1	missense	2	2355.0	0.9608780391219609
EPHB2	missense	2	2328.0	0.9262210737789263
EPHB4	missense	7	478.5	0.13471886528113475
EPHX1	missense	4	280.8,nan	0.3420506579493418
EPM2AIP1	missense	2	1503.0	0.9572110427889572
EPN1	missense	4	378.6	0.3377766622233379
EPN3	missense	2	1355.0	0.8657621342378657
EPPK1	missense	15	1842.3	0.8101111898888101
EPRS	missense	3	1131.5	0.4665135334864663
EPS15L1	missense	2	803.0	0.49872950127049875
EPS8L1	missense	4	175.4	0.048667951332048695
EPS8L2	missense	2	55.0	0.05237994762005238
EPS8	missense	2	1195.0,nan,nan	0.7287022712977287
EPX	missense	2	569.0	0.47698752301247715
ERAL1	missense	2	988.0	0.9118770881229119
ERAP1	missense	5	129.6	0.0024049975950024053
ERBB2	missense	5	827.0	0.4224595775404225
ERBB3	missense	2	2364.0	0.8163751836248164
ERBB4	missense	3	349.8	0.09251990748009248
ERC1	missense	2	342.0	0.18902681097318902
ERCC3	missense	2	454.0	0.3374406625593374
ERCC4	missense	4	835.0	0.669087330912669
ERCC5	missense	3	1275.0	0.7357332642667357
ERCC6L2	missense	2	642.0	0.4980595019404983
ERCC6L	missense	2	653.0	0.31702268297731695
ERCC6	missense	3	2221.4	0.9460470539529461
ERF	missense	6	261.5	0.155016844983155
ERGIC3	missense	2	181.0	0.28024571975428025
ERI1	missense	6	267.4,nan,nan	0.5588534411465589
ERI2	missense	2	nan	nan
ERICH3	missense	3	920.9	0.33702566297433706
ERICH5	missense	2	104.0	0.17701182298817705
ERICH6	missense	2	16.0	0.020158979841020164
ERLEC1	missense	2	666.0	0.6787943212056788
ERLIN1	missense	2	189.0,nan	0.32635267364732634
ERMAP	missense	3	259.3,nan	0.3088666911333089
ERN2	missense	4	1139.8	0.9151280848719151
ERO1B	missense	2	492.0	0.5647284352715647
ERRFI1	missense	2	720.0	0.7607252392747608
ESF1	missense	4	1082.6	0.9625970374029627
ESPL1	missense	4	2239.9,nan	0.841009158990841
ESPNL	missense	5	978.2	0.8436601563398437
ESR1	missense	2	1027.0,nan,nan,nan	0.7936932063067937
ESR2	missense	2	903.0	0.844033155966844
ESRP2	missense	3	94.8	0.030476969523030483
ESRRG	missense	5	299.3	0.4259975740024261
ESYT1	missense	5	1018.0,nan	0.77010422989577
ESYT3	missense	2	nan,nan	nan
ETF1	missense	3	298.3	0.4092625907374092
ETFB	missense	4	182.4	0.30427069572930426
ETFDH	missense	3	265.7	0.2067507932492067
ETS2	missense	2	nan,nan	nan
ETV3L	missense	2	873.0	0.9696100303899696
ETV6	missense	2	445.0	0.5656904343095659
EVC2	missense	8	666.8	0.12528087471912527
EVC	missense	2	2144.0,nan	0.9149650850349149
EVI5L	missense	2	173.0	0.14307185692814303
EVPL	missense	2	2346.0	0.6046533953466047
EVX2	missense	2	342.0	0.441905558094442
EXD2	missense	3	562.7,nan	0.5885714114285885
EXD3	missense	4	826.4	0.733202266797733
EXOC2	missense	4	255.2	0.06077093922906079
EXOC3L2	missense	2	880.0,nan	0.9336610663389336
EXOC3L4	missense	4	847.0	0.9457460542539458
EXOC6B	missense	2	440.0	0.31348768651231346
EXOC6	missense	2	217.0	0.16800883199116798
EXOC7	missense	2	75.0	0.06962593037406961
EXOC8	missense	3	691.1	0.6582633417366582
EXPH5	missense	4	2088.9	0.82998917001083
EXT1	missense	2	1280.0	0.7908772091227909
EXT2	missense	6	362.3	0.14848285151714846
EXTL3	missense	2	1587.0	0.817000182999817
EYS	missense	3	3363.4,nan	0.7376762623237378
EZH1	missense	2	226.0,nan	0.19263980736019268
EZH2	missense	7	359.3	0.12118187881812117
EZR	missense	3	284.7,nan	0.2628687371312629
F10	missense	3	695.1	0.9342350657649342
F13A1	missense	2	201.0	0.17463382536617458
F2	missense	2	3.0	0.005897994102005896
F2RL3	missense	2	696.0	0.873021126978873
F5	missense	4	1068.3	0.20044579955420047
F7	missense	3	305.0	0.40732959267040747
FAAP100	missense	2	486.0	0.3188496811503188
FABP9	missense	2	26.0	0.13587286412713584
FADS2	missense	2	331.0	0.4296095703904298
FADS3	missense	2	489.0	0.554074445925554
FADS6	missense	2	315.0	0.48582851417148576
FAF1	missense	2	590.0,nan	0.509201490798509
FAF2	missense	2	61.0	0.09496190503809497
FAM110D	missense	2	539.0	0.8766391233608766
FAM111A	missense	4	300.5,nan,nan,nan,nan	0.2244007755992244
FAM118A	missense	2	468.0,nan	0.7083452916547084
FAM120A	missense	2	1126.0	0.5311224688775311
FAM120B	missense	2	1952.0	0.8947401052598948
FAM120C	missense	2	1956.0	0.7931722068277933
FAM122B	missense	3	226.3	0.5685344314655685
FAM126A	missense	2	839.0	0.7843132156867845
FAM126B	missense	2	135.0	0.16210683789316208
FAM129B	missense	4	798.0	0.851988148011852
FAM135A	missense	4	907.0	0.32179967820032174
FAM135B	missense	3	1803.3	0.8482051517948482
FAM13A	missense	2	609.0	0.3601676398323602
FAM149A	missense	3	408.3	0.2845267154732845
FAM151A	missense	2	1170.0	0.8997281002718998
FAM160A1	missense	3	801.5,nan	0.5211344788655212
FAM160A2	missense	9	851.0,nan	0.8888461111538889
FAM160B1	missense	2	1257.0	0.7793352206647794
FAM160B2	missense	2	nan	nan
FAM161B	missense	3	842.0	0.8091071908928091
FAM166A	missense	2	207.0	0.38655561344438655
FAM167B	missense	2	94.0	0.35173964826035176
FAM171A1	missense	2	72.0	0.054860945139054845
FAM171A2	missense	2	671.0	0.47894352105647886
FAM181A	missense	2	58.0	0.11802688197311804
FAM184B	missense	4	213.7	0.026584973415026587
FAM186A	missense	6	2415.7	0.9532460467539532
FAM186B	missense	2	423.0	0.29153870846129154
FAM189A1	missense	3	298.1	0.2841907158092842
FAM193A	missense	2	35.0	0.019678980321019685
FAM193B	missense	4	1122.1	0.9278370721629279
FAM196B	missense	3	804.7	0.9481280518719482
FAM198A	missense	2	66.0	0.08138891861108134
FAM19A3	missense	2	77.0	0.2924687075312925
FAM207A	missense	2	264.0	0.6032123967876032
FAM208A	missense	5	1055.6	0.3814336185663814
FAM208B	missense	2	1107.0	0.2831347168652831
FAM214A	missense	2	63.0	0.040135959864040144
FAM219A	missense	2	355.0	0.943956056043944
FAM222B	missense	2	411.0,nan,nan	0.4311465688534313
FAM227A	missense	2	1121.0,nan	0.8089221910778089
FAM3C	missense	2	86.0	0.24373975626024377
FAM47E	missense	2	96.0	0.4254265745734255
FAM50A	missense	3	20.4	0.007404992595007403
FAM69B	missense	3	262.4	0.35499664500335504
FAM71B	missense	2	123.0	0.13457986542013461
FAM71E1	missense	2	12.0	0.03829396170603828
FAM71E2	missense	3	1042.9	0.7696732303267697
FAM71F2	missense	2	392.0	0.7141132858867141
FAM76B	missense	2	191.0	0.33357466642533357
FAM78B	missense	2	431.0,nan	0.7376302623697376
FAM83E	missense	2	635.0	0.717983282016718
FAM83G	missense	2	2.0,nan,nan	0.003481996518003483
FAM83H	missense	6	1073.8	0.8840691159308841
FAM84A	missense	3	111.4,nan	0.18396981603018406
FAM8A1	missense	2	308.0	0.47497552502447515
FANCA	missense	6	804.1	0.25632574367425626
FANCD2	missense	3	1288.2	0.6004253995746004
FANCM	missense	4	1535.7	0.49688750311249696
FARP1	missense	5	763.4,nan	0.5087074912925089
FARP2	missense	2	388.0	0.23671676328323668
FARS2	missense	2	14.0	0.024683975316024676
FASN	missense	7	2210.7	0.8447521552478447
FASTKD2	missense	3	973.2,nan,nan	0.9134890865109135
FASTKD5	missense	2	18.0	0.017872982127017864
FAT1	missense	11	3247.1	0.5460254539745462
FAT2	missense	6	2256.5	0.17952182047817963
FAT3	missense	6	4715.4	0.9608480391519608
FAT4	missense	7	848.0	0.0006539993460006539
FBF1	missense	2	1751.0	0.8021831978168021
FBH1	missense	2	919.0	0.473850526149474
FBL	missense	2	60.0	0.12783087216912783
FBLN1	missense	4	899.9,nan	0.955067044932955
FBLN2	missense	2	597.0,nan	0.2953227046772953
FBLN5	missense	2	39.0	0.05596494403505596
FBLN7	missense	2	941.0	0.9163320836679163
FBN1	missense	20	1369.6	0.007513992486007516
FBN2	missense	9	2173.3,nan	0.6237473762526238
FBN3	missense	9	1892.7,nan,nan	0.4222265777734223
FBRSL1	missense	2	564.0	0.3144666855333144
FBXL12	missense	4	159.0,70.0	0.4338010161216317
FBXL19	missense	5	325.0	0.16103583896416104
FBXL6	missense	2	239.0	0.2928887071112928
FBXL8	missense	2	51.0,nan	0.09310890689109307
FBXO11	missense	15	504.1	0.06873093126906876
FBXO15	missense	2	420.0	0.44039755960244054
FBXO16	missense	2	440.0	0.7247152752847248
FBXO21	missense	2	94.0	0.10300889699110298
FBXO22	missense	2	968.0	0.946009053990946
FBXO24	missense	3	364.3	0.3591206408793592
FBXO28	missense	2	379.0	0.5160114839885159
FBXO31	missense	2	74.0	0.09563390436609559
FBXO33	missense	2	1377.0	0.9579410420589579
FBXO38	missense	3	1117.5	0.6526773473226526
FBXO41	missense	2	397.0	0.27421872578127426
FBXO42	missense	3	751.0	0.7285842714157286
FBXO44	missense	2	54.0	0.1505028494971505
FBXO46	missense	2	381.0	0.38373361626638375
FBXO8	missense	5	246.7	0.5795944204055796
FBXW11	missense	2	459.0	0.49782750217249794
FBXW5	missense	7	483.4	0.7944102055897944
FBXW7	missense	12	127.4,nan,nan	5.999994000005993e-06
FCGBP	missense	4	393.3	0.0015059984940015065
FCHO1	missense	2	348.0	0.24532875467124537
FCHSD2	missense	2	1491.0	0.8820431179568821
FCRL3	missense	2	921.0	0.6841523158476841
FCRL4	missense	3	576.1	0.7828812171187829
FEM1B	missense	2	687.0	0.5842884157115842
FEM1C	missense	2	123.0	0.12911087088912915
FER1L6	missense	5	1662.8,nan	0.7754572245427754
FER	missense	2	232.0	0.17857282142717856
FERMT1	missense	3	646.4	0.6335443664556335
FERMT3	missense	2	224.0	0.21149978850021145
FES	missense	3	368.5	0.22519777480222522
FEZF1	missense	2	1277.0	0.9864340135659865
FEZF2	missense	2	289.0,nan,nan	0.3837436162563837
FGA	missense	4	417.4	0.22200177799822204
FGD3	missense	4	736.8,nan	0.8318991681008319
FGD6	missense	2	425.0	0.18890681109318894
FGF12	missense	5	2.5	1.4999992500003753e-06
FGF17	missense	2	340.0	0.778083221916778
FGF4	missense	2	241.0	0.685991314008686
FGF5	missense	2	250.0	0.5264054735945264
FGFR1	missense	6	222.9	0.012114987885012116
FGFR2	missense	13	323.5	0.010706989293010706
FGFR3	missense	23	92.9,nan	1.010100999897969e-08
FGFR4	missense	2	215.0,nan	0.1753588246411753
FHAD1	missense	2	615.0	0.26141473858526143
FHIT	missense	2	70.0,nan,nan,nan	0.3093746906253093
FHOD3	missense	4	744.0,nan	0.266082733917266
FIBCD1	missense	3	240.7,nan	0.2792707207292793
FIBP	missense	2	67.0	0.12557987442012558
FIGNL1	missense	3	639.6,nan,nan,nan	0.6338393661606339
FIGN	missense	3	563.5	0.4749115250884749
FILIP1L	missense	3	1573.5	0.9047300952699048
FILIP1	missense	3	137.0	0.021948978051021945
FKBP10	missense	2	168.0	0.18340081659918342
FKBP15	missense	4	502.7	0.13584086415913585
FKBP4	missense	2	337.0	0.42001257998742003
FKRP	missense	3	207.0,nan	0.22246877753122252
FLCN	missense	2	898.0	0.7610542389457612
FLI1	missense	4	555.5	0.9447210552789447
FLII	missense	4	1448.6	0.897000102999897
FLNA	missense	11	990.4	0.007954992045007957
FLNB	missense	9	2003.5	0.6737033262966736
FLNC	missense	16	1831.0	0.4400875599124401
FLOT2	missense	2	83.0	0.11585788414211587
FLRT1	missense	2	880.0	0.6865433134566865
FLRT2	missense	3	515.4,nan	0.5265614734385267
FLRT3	missense	3	530.8,nan	0.559106440893559
FLT1	missense	4	937.6	0.4529325470674529
FLT3	missense	4	494.1	0.20766779233220767
FLT4	missense	3	1982.6	0.9412610587389413
FLVCR2	missense	2	787.0	0.751017248982751
FLYWCH1	missense	5	666.0	0.7753462246537753
FMN1	missense	4	1207.1	0.653050346949653
FMN2	missense	3	557.5	0.1525578474421526
FMNL2	missense	2	1061.0	0.5235754764245237
FMNL3	missense	3	1366.6	0.8766991233008767
FMO2	missense	2	709.0,nan	0.7847622152377849
FMR1	missense	2	879.0	0.6747683252316747
FN1	missense	7	1814.2	0.5532744467255531
FNBP1L	missense	2	1295.0	0.9020100979899021
FNBP4	missense	3	1282.1	0.8138791861208139
FNDC1	missense	5	1396.4	0.5732344267655731
FNDC3A	missense	3	327.2,nan	0.0974899025100975
FNDC7	missense	3	295.9	0.19438180561819435
FNIP2	missense	2	1110.0	0.5462074537925461
FOCAD	missense	3	567.8,nan	0.13028086971913025
FOXA1	missense	5	344.4	0.6150633849366152
FOXA2	missense	2	79.0	0.11578088421911578
FOXC1	missense	4	56.7	0.004472995527004474
FOXC2	missense	4	573.4	0.9217990782009218
FOXD3	missense	2	714.0	0.7484672515327486
FOXE1	missense	3	154.0	0.20512879487120517
FOXF1	missense	3	116.6	0.12871687128312873
FOXG1	missense	22	69.6,nan	1.010100999897969e-08
FOXI1	missense	2	714.0	0.873019126980873
FOXJ3	missense	2	1373.0,nan,nan,nan	0.9351870648129352
FOXK1	missense	2	519.0	0.41002458997541
FOXK2	missense	3	58.7	0.015017984982015016
FOXL2	missense	3	95.7	0.09437690562309435
FOXM1	missense	2	555.0	0.41858458141541866
FOXN1	missense	2	980.0,nan	0.7331582668417331
FOXN3	missense	4	402.7,nan	0.614002385997614
FOXO1	missense	2	233.0	0.24513175486824512
FOXO3	missense	2	305.0,nan	0.2940677059322941
FOXP1	missense	23	35.3	1.010100999897969e-08
FOXP2	missense	2	123.0	0.11201288798711201
FOXP3	missense	2	224.0	0.29937370062629937
FOXP4	missense	2	1008.0,nan	0.7564762435237565
FOXR1	missense	2	326.0	0.6133933866066135
FOXRED2	missense	2	1458.0,nan,nan	0.9021040978959021
FOXS1	missense	2	122.0	0.2536347463652537
FPGS	missense	2	157.0	0.1784518215481784
FPR3	missense	3	521.1,nan	0.9495150504849496
FRA10AC1	missense	2	527.0	0.8107461892538107
FRAS1	missense	5	3554.4	0.7503832496167504
FREM1	missense	8	1814.6	0.8243741756258244
FREM2	missense	3	4291.5	0.8806251193748806
FREM3	missense	4	2720.3	0.9546110453889546
FRK	missense	2	645.0	0.6666493333506668
FRMD3	missense	2	nan,nan	nan
FRMD4A	missense	3	1183.2,nan	0.8123691876308123
FRMD4B	missense	2	2397.0	0.9360610639389361
FRMD5	missense	5	338.6	0.31111568888431107
FRMD7	missense	2	332.0	0.2908557091442907
FRMPD2	missense	2	719.0	0.33393366606633396
FRRS1	missense	4	362.1	0.3353066646933353
FRS2	missense	2	881.0,nan,nan,nan	0.7998262001737998
FRYL	missense	6	2143.1,nan,nan	0.5148044851955149
FRY	missense	5	1291.2	0.125004874995125
FSBP	missense	2	528.0	0.8108511891488108
FSCN3	missense	3	365.6	0.4922805077194924
FSD1L	missense	2	687.0	0.6877423122576878
FSD1	missense	6	288.3	0.36645863354136654
FSHR	missense	6	520.2	0.5930514069485932
FSIP2	missense	7	5769.9	0.7300672699327302
FTSJ1	missense	3	155.7	0.24057475942524076
FUCA2	missense	2	159.0	0.2227327772672227
FUK	missense	2	496.0	0.28973671026328973
FURIN	missense	4	564.7	0.48679051320948685
FUT7	missense	3	243.7	0.46910253089746934
FXYD5	missense	2	290.0,nan	0.7294792705207294
FYB1	missense	3	1116.1	0.8803441196558803
FYCO1	missense	4	1560.4	0.8374891625108375
FYN	missense	2	579.0,nan,nan	0.5866524133475866
FZD10	missense	2	670.0	0.6429873570126431
FZD8	missense	2	399.0	0.35820664179335815
FZR1	missense	2	525.0	0.583978416021584
G2E3	missense	2	566.0	0.4581185418814583
G3BP1	missense	3	244.0,nan	0.2791607208392791
G3BP2	missense	5	256.4,nan	0.22949077050922945
GAB1	missense	5	367.5	0.19772580227419773
GAB2	missense	3	78.0	0.02167097832902167
GABBR1	missense	6	753.6	0.600954399045601
GABBR2	missense	8	108.9	2.2999977000023002e-05
GABRA1	missense	14	154.4,nan,nan,nan,nan,nan	0.0015569984430015577
GABRA3	missense	4	285.1,nan	0.31747768252231734
GABRA5	missense	5	84.3,nan,nan	0.00899399100600899
GABRB2	missense	18	115.4,nan	3.999999200000163e-07
GABRB3	missense	12	277.2	0.1214198785801214
GABRD	missense	3	222.7	0.25040674959325043
GABRG2	missense	8	298.4	0.24778175221824786
GABRR3	missense	4	351.1	0.5254974745025256
GAK	missense	5	392.3	0.040703959296040725
GAL3ST1	missense	3	120.4,nan,nan,nan,nan,nan,nan	0.11772388227611769
GAL3ST3	missense	3	315.5,nan	0.5170924829075172
GALC	missense	3	159.2	0.0816709183290817
GALNS	missense	2	974.0	0.8539331460668539
GALNT15	missense	3	225.3	0.15612484387515616
GALNT16	missense	2	533.0,nan	0.5556984443015558
GALNT18	missense	4	336.1	0.2888347111652889
GALNT2	missense	2	964.0	0.7898842101157899
GALNT9	missense	3	488.5	0.5492904507095493
GALNTL5	missense	4	472.2,nan	0.8632131367868632
GALNTL6	missense	2	245.0	0.2585027414972585
GANAB	missense	6	675.9	0.4780275219724782
GAN	missense	3	678.3	0.7267552732447269
GAPVD1	missense	3	871.5	0.3417976582023418
GAREM2	missense	2	952.0	0.6582383417616582
GARNL3	missense	5	730.7	0.5025874974125026
GART	missense	5	1070.8,nan,nan	0.9297520702479297
GAS2L2	missense	4	721.7	0.6235813764186235
GAS2L3	missense	4	549.0,nan	0.5872804127195873
GAS8	missense	4	303.7	0.3683126316873683
GATA3	missense	2	297.0	0.39637360362639634
GATA5	missense	2	363.0	0.546082453917546
GATAD2A	missense	2	1071.0	0.7986672013327987
GATAD2B	missense	3	15.7	0.001465998534001466
GATB	missense	2	301.0	0.31722268277731713
GATD1	missense	3	310.4	0.8526781473218527
GATM	missense	2	384.0	0.4723905276094724
GBA2	missense	2	924.0	0.5563914436085563
GBF1	missense	3	35.9	0.0007769992230007769
GBGT1	missense	2	756.0	0.9385510614489385
GBP3	missense	2	1046.0	0.83993616006384
GBP4	missense	3	548.3	0.5771784228215768
GBP5	missense	2	533.0,nan	0.502899497100503
GCAT	missense	2	819.0	0.8134851865148136
GCC2	missense	3	282.9	0.04256095743904257
GCG	missense	2	222.0,nan	0.6756403243596756
GCGR	missense	2	324.0	0.3875576124423875
GCM2	missense	3	825.0	0.9803000196999803
GC	missense	2	123.0	0.16275183724816267
GCN1	missense	6	2613.3	0.924919075080925
GCNT1	missense	3	546.3,nan,nan,nan	0.8625821374178626
GCNT3	missense	2	1111.0,nan	0.9790610209389791
GCSAM	missense	2	144.0	0.44791055208944797
GDAP1L1	missense	2	216.0	0.3646796353203648
GDF11	missense	3	108.2	0.10903389096610908
GDF15	missense	2	490.0	0.8354761645238356
GDF3	missense	3	65.0	0.053012946987053
GDI1	missense	2	53.0	0.07957792042207958
GDPGP1	missense	2	853.0,nan	0.9525750474249526
GEMIN4	missense	3	975.7	0.6243543756456245
GEMIN5	missense	2	160.0	0.07132492867507133
GET4	missense	5	262.1	0.585173414826585
GFAP	missense	8	224.2	0.16044983955016046
GFI1B	missense	3	128.3,nan,nan	0.2007917992082007
GFI1	missense	4	558.7,nan,nan	0.9828000171999828
GFOD1	missense	4	406.7	0.8294801705198295
GFPT1	missense	5	605.8	0.744909255090745
GFRA1	missense	3	282.6,nan	0.384000615999384
GFRA2	missense	2	723.0,nan	0.8014321985678015
GGA1	missense	2	1155.0	0.8211461788538211
GGA2	missense	2	1325.0	0.9052810947189053
GGNBP2	missense	5	876.3,nan	0.9556110443889556
GGT6	missense	4	342.4	0.47860352139647866
GHR	missense	4	495.0	0.5602444397555602
GHSR	missense	2	418.0	0.6500683499316502
GIF	missense	2	514.0	0.6502983497016505
GIGYF1	missense	5	771.2	0.5475654524345477
GIGYF2	missense	3	469.9,nan	0.1593858406141594
GIMAP8	missense	2	1514.0	0.9381150618849381
GIPR	missense	2	293.0	0.37529962470037526
GIT1	missense	3	750.8	0.6785883214116786
GJA10	missense	2	1017.0	0.8515631484368515
GJA3	missense	2	110.0	0.16526383473616527
GJA4	missense	3	64.1	0.06837193162806839
GJA5	missense	2	282.0,nan	0.462043537956462
GJA8	missense	4	233.7,nan	0.30066069933930073
GJB4	missense	2	222.0	0.5103304896695104
GLB1L2	missense	2	295.0,nan,nan	0.27654772345227663
GLCCI1	missense	2	63.0	0.09328190671809333
GLCE	missense	2	996.0	0.7531122468877531
GLDN	missense	2	42.0	0.0642979357020643
GLE1	missense	3	731.2	0.696904303095697
GLG1	missense	5	681.6	0.2628137371862628
GLI1	missense	5	716.7	0.45016154983845014
GLI2	missense	4	852.3,nan	0.327110672889327
GLIS2	missense	2	57.0,nan	0.0741519258480741
GLIS3	missense	4	364.8	0.16903383096616903
GLMP	missense	2	438.0	0.5976354023645976
GLOD4	missense	2	2.0	0.009233990766009234
GLRA1	missense	3	47.5	0.018169981830018157
GLRA3	missense	2	54.0	0.08042191957808044
GLS	missense	2	562.0	0.4635865364134636
GLT6D1	missense	2	375.0	0.7253792746207254
GLUD1	missense	3	332.4	0.35899364100635894
GLUL	missense	3	68.5,nan,nan,nan	0.05818394181605817
GLYCTK	missense	3	142.0,nan	0.17499882500117503
GLYR1	missense	3	1000.6	0.9976500023499977
GMDS	missense	2	78.0	0.13672486327513672
GMEB2	missense	3	488.0,nan	0.6343893656106345
GMIP	missense	2	2486.0	0.9830770169229831
GMNC	missense	3	350.1	0.697185302814697
GNA11	missense	3	151.6	0.20897079102920899
GNA12	missense	2	256.0	0.45326454673545324
GNA14	missense	2	5.0	0.015623984376015613
GNAI1	missense	13	83.9	0.00026799973200026806
GNAI2	missense	3	231.4	0.3944696055303944
GNAI3	missense	5	377.8	0.9207850792149208
GNAO1	missense	37	70.6	1.010100999897969e-08
GNAS	missense	17	213.7,173.0	0.05318520571134134
GNAZ	missense	3	207.0	0.34655565344434663
GNB1	missense	17	52.5	2.325581368307194e-08
GNB2	missense	8	39.9,nan,nan	5.7999942000057946e-05
GNE	missense	2	35.0	0.032726967273032724
GNG13	missense	2	84.0	0.7084942915057085
GNL1	missense	2	nan,nan	nan
GNMT	missense	2	118.0	0.25908074091925914
GOLGA2	missense	4	885.9	0.6739333260666738
GOLGA3	missense	7	772.6,nan	0.1628658371341628
GOLGA4	missense	3	443.3	0.054839945160054845
GOLGA5	missense	2	217.0	0.18985281014718983
GOLGB1	missense	7	2872.3	0.8304521695478304
GON4L	missense	4	1278.8	0.3090176909823089
GORAB	missense	2	366.0	0.5225694774305226
GP1BA	missense	4	514.4	0.5798614201385799
GP2	missense	5	341.4	0.37240962759037227
GPAA1	missense	2	380.0	0.37038062961937046
GPAM	missense	2	555.0,nan	0.40432259567740425
GPATCH3	missense	2	996.0	0.8413901586098413
GPATCH8	missense	3	1214.0	0.5612584387415611
