ensembl_transcript_enst	ensembl_transcript_version	hgnc_symbol	obs_missense	exp_missense	overall_chisq	n_regions	ensembl_gene_id
ENST00000296271	3	RHO	145	157.205276966	0.947606776859	1	ENSG00000163914
ENST00000296277	4	RPL39L	15	15.6460621898	0.0266774059864	1	ENSG00000163923
ENST00000296280	6	MASP1	264	249.736847058	0.814607592889	1	ENSG00000127241
ENST00000296292	3	RFT1	172	162.956882472	0.501838114432	1	ENSG00000163933
ENST00000296318	7	IL17RD	264	252.656014779	0.50933282074	1	ENSG00000144730
ENST00000296326	3	ZDHHC19	96	109.770138573	1.72739798622	1	ENSG00000163958
ENST00000296327	5	SLC51A	118	113.74508633	0.159165471837	1	ENSG00000163959
ENST00000296328	4	UBXN7	89	167.93226066	37.1000887408	3	ENSG00000163960
ENST00000296358	4	OTOP1	236	223.100110421	0.745885561566	2	ENSG00000163982
ENST00000296370	3	S100P	41	35.6905038857	0.789866937103	1	ENSG00000163993
ENST00000296387	1	CLDN19	65	74.921850463	1.31394400967	1	ENSG00000164007
ENST00000296411	6	METAP1	63	80.0704224248	3.63928792851	1	ENSG00000164024
ENST00000296412	8	ADH5	96	107.133949156	1.15710122498	1	ENSG00000197894
ENST00000296420	4	EMCN	106	72.7114971588	15.2400165683	1	ENSG00000164035
ENST00000296422	7	SLC9B1	100	140.572021237	11.7099326933	2	ENSG00000164037
ENST00000296424	4	BDH2	73	76.5918710072	0.168445256173	1	ENSG00000164039
ENST00000296435	2	CAMP	68	58.3716675536	1.58818121161	1	ENSG00000164047
ENST00000296438	5	FBXW12	158	140.373560052	2.21331841349	1	ENSG00000164049
ENST00000296444	2	SHISA5	94	90.5919937833	0.128206764067	1	ENSG00000164054
ENST00000296452	4	BSN	1351	1535.49012536	22.1666071259	1	ENSG00000164061
ENST00000296456	5	APEH	230	266.290150462	4.94563925207	1	ENSG00000164062
ENST00000296464	4	HSPA4L	244	237.926825436	0.155020137893	1	ENSG00000164070
ENST00000296468	3	MFSD8	170	155.61886878	1.3289965207	1	ENSG00000164073
ENST00000296473	3	MON1A	172	253.706167492	26.3135022383	2	ENSG00000164077
ENST00000296474	3	MST1R	547	559.535531497	0.280839269456	1	ENSG00000164078
ENST00000296484	2	POC1A	133	157.698618688	3.8682758933	1	ENSG00000164087
ENST00000296486	3	ETNPPL	130	154.410853482	3.85911841226	1	ENSG00000164089
ENST00000296490	3	WDR82	28	116.924698245	67.629868425	1	ENSG00000164091
ENST00000296498	3	PRSS12	287	325.846856694	4.6312500611	1	ENSG00000164099
ENST00000296499	5	NDST3	183	249.489446808	17.7195732861	1	ENSG00000164100
ENST00000296503	5	HMGB2	42	74.9646172988	14.4957185511	1	ENSG00000164104
ENST00000296504	3	SAP30	54	86.8264103788	12.4106618442	1	ENSG00000164105
ENST00000296506	3	SCRG1	35	31.0479198503	0.503059064354	1	ENSG00000164106
ENST00000296509	6	MAD2L1	48	71.3622332585	7.6482183629	1	ENSG00000164109
ENST00000296511	5	ANXA5	92	94.9471855906	0.0914814151806	1	ENSG00000164111
ENST00000296513	2	ADAD1	175	169.075486038	0.20759878627	1	ENSG00000164113
ENST00000296522	6	HPGD	96	75.0896523987	5.82294128204	1	ENSG00000164120
ENST00000296525	3	ASB5	126	108.599227284	2.78811275802	1	ENSG00000164122
ENST00000296526	7	GRIA2	123	272.638696675	82.1297189855	2	ENSG00000120251
ENST00000296529	6	TMEM144	121	94.4589554555	7.45749349142	1	ENSG00000164124
ENST00000296533	2	NPY1R	69	109.505384195	14.9826984384	1	ENSG00000164128
ENST00000296543	5	NAA15	135	232.192250009	40.6832418455	2	ENSG00000164134
ENST00000296545	7	IL15	58	43.3710458282	4.934312652	1	ENSG00000164136
ENST00000296575	3	HHIP	212	222.782792502	0.521892255886	1	ENSG00000164161
ENST00000296577	4	ABCE1	62	180.415423896	77.7218062276	1	ENSG00000164163
ENST00000296582	3	TMEM184C	77	128.78522366	20.8231139668	1	ENSG00000164168
ENST00000296585	5	ITGA2	338	341.355438858	0.0329831274083	1	ENSG00000164171
ENST00000296589	4	SLC45A2	224	181.605095605	9.89690246695	1	ENSG00000164175
ENST00000296591	5	EDIL3	134	148.586267332	1.43189002925	1	ENSG00000164176
ENST00000296595	6	TMEM161B	125	128.120480212	0.0760018752288	1	ENSG00000164180
ENST00000296597	5	NDUFAF2	49	43.48787614	0.698666206426	1	ENSG00000164182
ENST00000296600	4	ZNF474	171	105.996914128	39.8634357197	1	ENSG00000164185
ENST00000296603	4	LMBRD2	170	200.103914099	4.52887515053	1	ENSG00000164187
ENST00000296632	3	STARD4	66	65.2562148828	0.00847760326725	1	ENSG00000164211
ENST00000296641	4	F2RL2	132	109.048492812	4.83061864124	1	ENSG00000164220
ENST00000296658	3	CMBL	101	78.7865985924	6.26293317535	1	ENSG00000164237
ENST00000296666	8	PRRC1	152	135.764927224	1.94142620959	1	ENSG00000164244
ENST00000296674	8	RPS23	9	49.3240939298	32.9662933813	1	ENSG00000186468
ENST00000296677	4	F2RL1	110	113.0671008	0.0831993325322	1	ENSG00000164251
ENST00000296679	4	WDR41	169	138.667971313	6.63478347268	1	ENSG00000164253
ENST00000296682	3	PRDM9	299	284.577948128	0.73089141852	1	ENSG00000164256
ENST00000296684	5	NDUFS4	73	56.6550094205	4.71553565651	1	ENSG00000164258
ENST00000296694	4	SCGB3A2	33	23.9535617655	3.41652926319	1	ENSG00000164265
ENST00000296695	5	SPINK1	32	24.0650461403	2.61638778451	1	ENSG00000164266
ENST00000296702	5	TCERG1	225	366.939687506	54.9051399326	2	ENSG00000113649
ENST00000296721	4	AFAP1L1	298	272.516465607	2.38301389873	1	ENSG00000157510
ENST00000296736	3	TIGD6	199	157.212974531	11.1069426859	1	ENSG00000164296
ENST00000296739	4	SPZ1	135	107.48919419	7.04112112867	1	ENSG00000164299
ENST00000296741	2	ENPP6	187	170.311295068	1.63531650797	1	ENSG00000164303
ENST00000296754	3	ERAP1	322	285.737259839	4.60208208315	1	ENSG00000164307
ENST00000296755	7	MAP1B	646	761.159607176	17.4230673829	2	ENSG00000131711
ENST00000296776	5	TMEM174	103	78.0524177995	7.9738959432	1	ENSG00000164325
ENST00000296777	4	CARTPT	30	47.2682213938	6.30849778798	1	ENSG00000164326
ENST00000296785	3	ANKRA2	78	88.2372146133	1.18771386311	1	ENSG00000164331
ENST00000296786	6	UBLCP1	60	90.7190672726	10.4020149509	1	ENSG00000164332
ENST00000296792	4	UTP15	129	154.334333248	4.1586886573	1	ENSG00000164338
ENST00000296795	3	TLR3	259	249.666046575	0.348956887549	1	ENSG00000164342
ENST00000296802	5	NSA2	73	84.0191514003	1.44516691205	2	ENSG00000164346
ENST00000296805	3	GFM2	230	228.429291211	0.0108003929201	1	ENSG00000164347
ENST00000296824	3	CCDC127	83	99.2403673311	2.65768394598	2	ENSG00000164366
ENST00000296849	5	NKD2	183	150.450398185	7.042032398	1	ENSG00000145506
ENST00000296859	6	RAPGEF6	468	470.033638041	0.00879869725618	1	ENSG00000158987
ENST00000296861	2	TNFRSF21	195	232.381512533	6.01329023147	2	ENSG00000146072
ENST00000296870	2	IL3	58	62.3751902071	0.306889474566	1	ENSG00000164399
ENST00000296871	2	CSF2	44	52.0841996561	1.25478138304	1	ENSG00000164400
ENST00000296877	2	LEAP2	32	27.4915429853	0.739361361559	1	ENSG00000164406
ENST00000296921	5	TLX3	69	134.648827701	32.0074719705	3	ENSG00000164438
ENST00000296930	5	NPM1	48	83.2750610543	14.9424079266	2	ENSG00000181163
ENST00000296953	2	CREBRF	119	178.428597133	19.7936777732	2	ENSG00000164463
ENST00000296955	8	DCBLD1	152	161.091581729	0.513104765955	1	ENSG00000164465
ENST00000296980	2	IL22RA2	109	76.5866616769	13.7181132882	1	ENSG00000164485
ENST00000297029	5	SCIN	173	114.287094333	30.1626820764	1	ENSG00000006747
ENST00000297056	6	DAGLB	313	262.994547686	9.50797377045	1	ENSG00000164535
ENST00000297063	6	KIAA0895	148	170.869410973	3.06087529236	1	ENSG00000164542
ENST00000297071	4	TRA2A	64	119.652637617	25.8850630914	2	ENSG00000164548
ENST00000297107	6	GALNT10	190	246.108423632	12.791740957	1	ENSG00000164574
ENST00000297109	6	SAP30L	47	69.1200224422	7.07892410266	1	ENSG00000164576
ENST00000297130	4	MYOZ3	94	104.573104997	1.06901816948	1	ENSG00000164591
ENST00000297135	3	COG5	311	264.670968212	8.10961323363	1	ENSG00000164597
ENST00000297142	3	NEUROD6	65	104.797386905	15.1132776423	1	ENSG00000164600
ENST00000297146	3	GPR85	71	107.971741066	12.6598832615	1	ENSG00000164604
ENST00000297151	4	SLU7	122	165.145808474	11.2722254719	3	ENSG00000164609
ENST00000297156	2	CAMLG	95	112.051930318	2.59494260154	1	ENSG00000164615
ENST00000297157	3	RP9	26	55.1449662005	15.4035647014	1	ENSG00000164610
ENST00000297161	2	BMPER	249	258.912191099	0.37947820053	1	ENSG00000164619
ENST00000297164	3	RELL2	111	115.235224417	0.155656622835	1	ENSG00000164620
ENST00000297183	6	ANKHD1	558	762.710699392	54.9441229539	2	ENSG00000131503
ENST00000297185	3	HSPA9	197	219.642412498	2.33415230647	1	ENSG00000113013
ENST00000297205	2	STEAP1	90	87.6673433894	0.0620674318683	3	ENSG00000164647
ENST00000297239	9	SYTL3	248	183.75365446	22.4626439529	1	ENSG00000164674
ENST00000297258	6	FABP5	45	31.199513414	6.10437180489	1	ENSG00000164687
ENST00000297265	4	CHMP4C	84	71.4334128406	2.21071773775	1	ENSG00000164695
ENST00000297267	9	FNDC1	660	659.359508751	0.000622162924732	1	ENSG00000164694
ENST00000297268	6	COL1A2	415	473.331464988	7.18853501049	3	ENSG00000164692
ENST00000297273	4	CASD1	172	218.559651171	9.91857877496	1	ENSG00000127995
ENST00000297283	3	PGAM2	124	117.529260005	0.356255761966	1	ENSG00000164708
ENST00000297290	3	BRI3	26	32.0054831718	1.12686404179	1	ENSG00000164713
ENST00000297293	5	LMTK2	524	554.902987501	1.721011885	1	ENSG00000164715
ENST00000297307	5	SLC35G3	135	125.513301576	0.717035133839	1	ENSG00000164729
ENST00000297313	3	RGS20	107	146.628368467	10.7101211299	1	ENSG00000147509
ENST00000297316	4	SOX17	103	196.043251693	44.1588609189	1	ENSG00000164736
ENST00000297323	7	ADCY1	212	490.392830512	158.041804974	2	ENSG00000164742
ENST00000297325	4	SUN3	126	109.94098264	2.34573161318	1	ENSG00000164744
ENST00000297338	2	RAD21	116	194.726941564	31.828833125	2	ENSG00000164754
ENST00000297347	3	MED30	46	66.8124184136	6.48317738692	1	ENSG00000164758
ENST00000297350	4	TNFRSF11B	120	135.936714255	1.86836104317	1	ENSG00000164761
ENST00000297354	6	SBSPON	104	112.907941227	0.702797483032	1	ENSG00000164764
ENST00000297375	4	EN2	53	117.039743537	35.0401378911	1	ENSG00000164778
ENST00000297405	5	CSMD3	1128	1121.17368317	0.0415623396793	1	ENSG00000164796
ENST00000297423	4	SPIDR	281	232.018226651	10.3406277821	1	ENSG00000164808
ENST00000297431	4	ORC5	139	123.718551445	1.88753155629	1	ENSG00000164815
ENST00000297435	2	DEFA4	75	41.2892534225	27.5232497711	1	ENSG00000164821
ENST00000297436	2	DEFA6	59	26.957265157	38.0875749168	1	ENSG00000164822
ENST00000297439	3	DEFB1	69	19.5206259351	125.41649361	1	ENSG00000164825
ENST00000297459	3	TMEM74	109	106.529315176	0.0573014431717	1	ENSG00000164841
ENST00000297477	5	TMEM184A	208	179.548207586	4.5085634798	1	ENSG00000164855
ENST00000297494	3	NOS3	398	490.842333762	17.5610340541	2	ENSG00000164867
ENST00000297508	7	MICALL2	471	331.030297142	59.1834580919	1	ENSG00000164877
ENST00000297512	8	ASIC3	265	240.936886326	2.40325775153	1	ENSG00000213199
ENST00000297524	3	SLC7A13	192	130.428181261	29.0664856796	1	ENSG00000164893
ENST00000297532	6	FASTK	124	192.419700755	24.3283584427	1	ENSG00000164896
ENST00000297537	4	GBX1	89	159.299097584	31.0231708534	1	ENSG00000164900
ENST00000297540	4	PHAX	129	117.636719703	1.09765164692	1	ENSG00000164902
ENST00000297565	4	OSR2	73	130.278655569	25.1832840114	1	ENSG00000164920
ENST00000297578	4	SLC25A32	102	119.827841353	2.65240468099	1	ENSG00000164933
ENST00000297579	5	DCAF13	264	250.957632212	0.677817032327	1	ENSG00000164934
ENST00000297581	2	DCSTAMP	160	141.473231414	2.42619151907	1	ENSG00000164935
ENST00000297596	2	GEM	128	120.398872722	0.479881037058	1	ENSG00000164949
ENST00000297613	4	RPP25L	56	72.7675394489	3.86367852066	1	ENSG00000164967
ENST00000297623	2	C9orf24	101	112.780948475	1.23062227128	1	ENSG00000164972
ENST00000297632	6	TMEM65	32	65.1930331849	16.9002330186	1	ENSG00000164983
ENST00000297679	5	HSD3B7	146	164.952385334	2.17755511159	1	ENSG00000099377
ENST00000297689	3	NFIL3	109	144.552281424	8.74399699543	1	ENSG00000165030
ENST00000297737	6	ZMAT4	42	69.0862435773	10.6195467164	1	ENSG00000165061
ENST00000297770	4	CPA6	170	134.721448287	9.23814453275	1	ENSG00000165078
ENST00000297784	5	TMC1	227	228.224597499	0.00657089134905	1	ENSG00000165091
ENST00000297785	3	ALDH1A1	118	157.382839782	9.85500116416	1	ENSG00000165092
ENST00000297788	4	CCDC136	314	283.201256523	3.34942934727	1	ENSG00000128596
ENST00000297792	5	KDM1B	165	200.064329606	6.14555934658	1	ENSG00000165097
ENST00000297814	2	KIF27	360	408.71291448	5.80590422544	3	ENSG00000165115
ENST00000297819	3	SSMEM1	77	72.7613764467	0.246915747116	1	ENSG00000165120
ENST00000297848	3	COL14A1	545	563.511568514	0.608112038841	1	ENSG00000187955
ENST00000297913	2	OR1Q1	100	96.9500568531	0.0959478880276	1	ENSG00000165202
ENST00000297954	4	WNK2	679	821.02194537	24.5672275636	2	ENSG00000165238
ENST00000297977	5	HDX	134	127.373073413	0.344783672186	1	ENSG00000165259
ENST00000297988	1	AQP7	132	132.031363449	7.45024456915e-06	1	ENSG00000165269
ENST00000297990	4	NOL6	442	456.391458856	0.453807984307	1	ENSG00000165271
ENST00000297991	4	AQP3	75	100.918626916	6.65660286645	1	ENSG00000165272
ENST00000297994	3	TRMT10B	106	88.3661831476	3.51889700004	1	ENSG00000165275
ENST00000298032	5	ARMC3	268	246.956014737	1.79323154453	1	ENSG00000165309
ENST00000298047	6	FAT3	1462	1497.00090838	0.818345253401	3	ENSG00000165323
ENST00000298048	2	MELK	211	197.03067478	0.990414549988	1	ENSG00000165304
ENST00000298068	5	HECTD2	106	222.031168185	60.6366759242	2	ENSG00000165338
ENST00000298097	7	FBXO33	140	210.450964977	23.5842989207	2	ENSG00000165355
ENST00000298110	1	GPR101	102	141.079574613	10.8251896571	1	ENSG00000165370
ENST00000298119	4	LRFN5	165	218.45922164	13.0820221593	1	ENSG00000165379
ENST00000298125	5	WDFY2	124	153.158895781	5.55136676083	1	ENSG00000139668
ENST00000298130	4	SPTSSA	25	28.4954110465	0.428767227259	1	ENSG00000165389
ENST00000298139	5	WRN	490	426.898281611	9.32734338636	1	ENSG00000165392
ENST00000298181	5	SSX7	64	45.3581289701	7.66167748506	1	ENSG00000187754
ENST00000298198	4	PGM2L1	128	191.577727655	21.0991512596	1	ENSG00000165434
ENST00000298223	6	FOLR2	92	78.2407564934	2.41966962436	1	ENSG00000165457
ENST00000298229	2	INPPL1	402	486.291286352	14.6106277333	3	ENSG00000165458
ENST00000298248	7	CRYL1	105	108.368524464	0.104707128929	1	ENSG00000165475
ENST00000298251	4	HEPACAM	101	132.900988157	7.65737756756	2	ENSG00000165478
ENST00000298281	4	PCF11	374	422.040857957	5.4684848391	2	ENSG00000165494
ENST00000298282	9	PKNOX2	136	158.533759252	3.2029159495	1	ENSG00000165495
ENST00000298283	3	RPL10L	84	94.3432297228	1.13397009424	1	ENSG00000165496
ENST00000298288	6	LRR1	125	119.670871603	0.237314302873	1	ENSG00000165501
ENST00000298289	6	RPL36AL	16	33.7531092855	9.33759573486	1	ENSG00000165502
ENST00000298292	8	DNAAF2	240	343.740296286	31.3086629345	1	ENSG00000165506
ENST00000298296	1	MAGEC3	164	124.448245668	12.5702155328	1	ENSG00000165509
ENST00000298299	3	ZNF22	74	77.0687508442	0.122192609078	1	ENSG00000165512
ENST00000298307	5	KLHDC2	104	122.767837492	2.86908795758	1	ENSG00000165516
ENST00000298310	5	NEMF	293	309.945309138	0.926432803813	1	ENSG00000165525
ENST00000298316	5	ARF6	11	85.4669781706	64.8827296408	1	ENSG00000165527
ENST00000298317	4	RPUSD4	160	157.466428637	0.0407641419541	1	ENSG00000165526
ENST00000298351	4	TMEM63C	210	272.186211268	14.2076442956	1	ENSG00000165548
ENST00000298352	4	NGB	48	48.0717694828	0.000107149345968	1	ENSG00000165553
ENST00000298355	3	TRIM9	150	294.714842731	71.0598268912	1	ENSG00000100505
ENST00000298375	7	AKR1E2	118	104.763611384	1.67235532727	1	ENSG00000165568
ENST00000298386	2	RXFP2	221	224.002466434	0.0402442206675	1	ENSG00000133105
ENST00000298396	2	SSX3	66	50.3039465559	4.89755000529	1	ENSG00000165584
ENST00000298428	9	SEC61A2	76	154.664605065	40.0099304393	1	ENSG00000065665
ENST00000298440	1	OXGR1	127	104.543766234	4.82364901459	1	ENSG00000165621
ENST00000298472	5	SLC18A2	150	187.165898299	7.38010507753	1	ENSG00000165646
ENST00000298510	2	PRDX3	98	86.3032345275	1.58527456437	1	ENSG00000165672
ENST00000298527	6	CLEC1B	97	80.4318502055	3.41287172818	1	ENSG00000165682
ENST00000298530	3	TMEM52B	70	62.665977231	0.858326836243	1	ENSG00000165685
ENST00000298542	4	FRMD7	130	141.389858416	0.917526024834	1	ENSG00000165694
ENST00000298545	3	AK8	166	153.447429583	1.02684694355	1	ENSG00000165695
ENST00000298552	3	TSC1	281	398.207930734	34.4988082019	1	ENSG00000165699
ENST00000298556	7	HPRT1	7	41.0777521376	28.2706119571	1	ENSG00000165704
ENST00000298569	4	KIAA1191	95	107.394360381	1.43043050597	1	ENSG00000122203
ENST00000298585	2	ZMYND19	45	91.3817853385	23.541562503	1	ENSG00000165724
ENST00000298596	6	STOX1	291	255.979398909	4.79117657914	1	ENSG00000165730
ENST00000298622	4	JAKMIP3	279	310.194545682	3.13706251084	1	ENSG00000188385
ENST00000298630	3	STK32C	122	220.811007458	44.2170673795	2	ENSG00000165752
ENST00000298642	2	OR4K2	187	84.3465705767	124.933669505	1	ENSG00000165762
ENST00000298681	4	SLC39A2	117	93.9698666372	5.64422470402	1	ENSG00000165794
ENST00000298690	4	RNASE7	48	50.4378051772	0.117826183373	1	ENSG00000165799
ENST00000298694	4	ARHGEF40	525	570.464715416	3.62343242623	1	ENSG00000165801
ENST00000298699	2	C12orf50	138	119.313019324	2.92678241454	1	ENSG00000165805
ENST00000298705	1	PPP1R36	139	134.73750725	0.134846226682	1	ENSG00000165807
ENST00000298717	4	METTL3	110	199.831839509	40.382750864	3	ENSG00000165819
ENST00000298746	3	TRUB1	98	111.042525506	1.53191284865	1	ENSG00000165832
ENST00000298832	9	TTLL5	481	436.47925786	4.5411011978	1	ENSG00000119685
ENST00000298852	3	PSMC3	46	156.133135218	77.6856716289	2	ENSG00000165916
ENST00000298854	2	RAPSN	147	145.07092921	0.0256516873154	1	ENSG00000165917
ENST00000298875	4	CPSF2	144	227.946958506	30.9154896764	1	ENSG00000165934
ENST00000298892	5	CAPRIN2	332	306.54748525	2.11331209114	2	ENSG00000110888
ENST00000298910	7	LRRK2	728	709.136517586	0.501780630305	3	ENSG00000188906
ENST00000298912	4	CLMN	353	330.191268391	1.57556630782	1	ENSG00000165959
ENST00000298943	3	C1QL3	37	119.602616316	57.0488542176	1	ENSG00000165985
ENST00000298966	2	SMCO4	22	32.1323851244	3.19507026668	1	ENSG00000166002
ENST00000298999	3	R3HCC1L	302	224.891303244	26.4383327842	1	ENSG00000166024
ENST00000299001	6	PIWIL4	240	274.935268511	4.43912849932	1	ENSG00000134627
ENST00000299045	3	TCP11L2	180	151.367716696	5.41600061812	1	ENSG00000166046
ENST00000299084	4	SPRED1	119	144.588134739	4.52839813301	1	ENSG00000166068
ENST00000299088	6	C14orf93	163	193.813739398	4.89896401901	1	ENSG00000100802
ENST00000299106	4	JAM3	136	122.4442053	1.50076166929	1	ENSG00000166086
ENST00000299138	7	VPS35	137	233.64943249	39.979180352	3	ENSG00000069329
ENST00000299140	3	SPATA19	73	61.7666875543	2.04296706687	1	ENSG00000166118
ENST00000299155	5	AMN	125	178.847700202	16.212536218	1	ENSG00000166126
ENST00000299157	4	IKBIP	109	107.073181562	0.0346737552483	1	ENSG00000166130
ENST00000299162	5	FOXN4	108	110.425132257	0.0532602166233	1	ENSG00000139445
ENST00000299163	6	HIF1AN	60	108.745524449	21.8503351368	1	ENSG00000166135
ENST00000299164	2	ADAMTS15	354	468.045300182	27.7886146672	2	ENSG00000166106
ENST00000299166	4	NDUFB8	78	84.9179305389	0.563576651451	1	ENSG00000166136
ENST00000299178	2	AVPR1A	137	228.894222397	36.8927971249	1	ENSG00000166148
ENST00000299191	3	C16orf78	117	88.4896775132	9.18568708963	1	ENSG00000166152
ENST00000299192	7	HEATR3	196	204.288364662	0.336274603238	1	ENSG00000155393
ENST00000299213	8	LARP6	118	162.399607036	12.1387307574	1	ENSG00000166173
ENST00000299237	2	ZNF319	131	305.784827928	99.9059903687	1	ENSG00000166188
ENST00000299238	5	HPS6	238	328.495054016	24.9299181256	1	ENSG00000166189
ENST00000299259	6	COPS2	28	118.327488811	68.9531681686	2	ENSG00000166200
ENST00000299290	1	TBATA	139	126.476996372	1.23995370207	1	ENSG00000166220
ENST00000299293	2	FRS2	142	168.108930581	4.05496753633	1	ENSG00000166225
ENST00000299295	2	CHODL	82	71.1581284619	1.65190092811	1	ENSG00000154645
ENST00000299299	3	PCBD1	33	32.8732723767	0.000488539452963	1	ENSG00000166228
ENST00000299300	6	CCT2	147	168.705632612	2.79264230725	1	ENSG00000166226
ENST00000299308	3	TMEM132B	332	365.776926235	3.11906154838	1	ENSG00000139364
ENST00000299314	7	GNPTAB	350	373.216378654	1.44420306456	1	ENSG00000111670
ENST00000299335	3	COX11	67	110.616497534	17.19814765	1	ENSG00000166260
ENST00000299338	6	FAM227B	164	134.199094507	6.61773443011	1	ENSG00000166262
ENST00000299339	2	CLDN10	68	85.3526557982	3.52788862204	1	ENSG00000134873
ENST00000299340	4	CYYR1	79	66.2688981231	2.44580730315	1	ENSG00000166265
ENST00000299367	5	C2	240	280.186725619	5.76391658965	1	ENSG00000166278
ENST00000299381	4	ANAPC16	27	37.1887416167	2.79144846583	1	ENSG00000166295
ENST00000299402	6	APBB1	207	269.284980452	14.4063689826	3	ENSG00000166313
ENST00000299413	5	TRIM44	87	121.448506945	9.77121630047	1	ENSG00000166326
ENST00000299424	4	TAF10	54	82.0406555246	9.58400877252	1	ENSG00000166337
ENST00000299427	6	TPP1	198	204.232943228	0.190221913633	1	ENSG00000166340
ENST00000299432	2	MSS51	160	151.642717859	0.460583704714	1	ENSG00000166343
ENST00000299440	5	RAG1	323	332.279524245	0.259147988139	1	ENSG00000166349
ENST00000299441	3	DCHS1	1033	1198.53913225	22.8638377908	4	ENSG00000166341
ENST00000299454	4	OR10A5	102	90.7333635456	1.39901235924	1	ENSG00000166363
ENST00000299459	2	OR2D2	124	89.8518267564	12.9780081048	1	ENSG00000166368
ENST00000299481	4	NLRP14	386	288.45102178	32.9893203114	1	ENSG00000158077
ENST00000299492	4	PPFIBP2	367	289.080631607	21.0025415297	1	ENSG00000166387
ENST00000299518	2	IDH3A	68	137.957643698	35.4751776019	1	ENSG00000166411
ENST00000299529	6	CRABP1	35	61.5387023746	11.4448744701	1	ENSG00000166426
ENST00000299543	7	CTDP1	297	337.698836735	4.90494823009	2	ENSG00000060069
ENST00000299563	4	RNF169	204	214.322361874	0.497153697461	1	ENSG00000166439
ENST00000299565	5	CHRNA5	136	144.057555556	0.450682376846	1	ENSG00000169684
ENST00000299575	4	ATMIN	291	258.654786467	4.04482303538	2	ENSG00000166454
ENST00000299578	5	C16orf46	165	118.998790594	17.7826283465	1	ENSG00000166455
ENST00000299601	5	LEO1	157	214.111249498	15.2336452516	2	ENSG00000166477
ENST00000299608	2	TMX3	109	122.020647917	1.3894146202	1	ENSG00000166479
ENST00000299626	5	ALG8	138	135.315505825	0.0532570818856	1	ENSG00000159063
ENST00000299638	3	POLR2M	140	125.698508109	1.62716863847	1	ENSG00000255529
ENST00000299642	4	CLEC3A	125	69.0920995854	45.2395186646	1	ENSG00000166509
ENST00000299663	3	CLEC4E	70	60.6910614554	1.42782701026	1	ENSG00000166523
ENST00000299665	2	CLEC4D	83	65.8128711653	4.48844416526	1	ENSG00000166527
ENST00000299687	5	ZNF407	740	727.455740806	0.216313419356	3	ENSG00000215421
ENST00000299698	7	A2ML1	502	467.010367687	2.62151432633	1	ENSG00000166535
ENST00000299705	5	TMED3	76	90.3625206515	2.28282697271	1	ENSG00000166557
ENST00000299721	3	CPLX4	52	42.5950751424	2.07659245302	1	ENSG00000166569
ENST00000299727	3	GALR1	128	167.417914548	9.280798841	1	ENSG00000166573
ENST00000299732	2	IQCD	122	116.720014407	0.238847193504	1	ENSG00000166578
ENST00000299736	4	CENPV	40	104.072832718	39.4466815722	1	ENSG00000166582
ENST00000299752	4	CDH16	336	294.710572646	5.7847154784	1	ENSG00000166589
ENST00000299759	6	RRAD	101	162.958027784	23.5569689881	1	ENSG00000166592
ENST00000299766	3	MC4R	145	104.633854027	15.572643824	1	ENSG00000166603
ENST00000299767	5	HSP90B1	189	249.581947116	14.7052796034	1	ENSG00000166598
ENST00000299798	11	SLC9A5	216	332.754058816	40.9657219464	1	ENSG00000135740
ENST00000299821	11	NCAPH2	218	203.715651933	1.00160492217	1	ENSG00000025770
ENST00000299824	1	PPP1R16B	138	227.975950357	35.5110775061	2	ENSG00000101445
ENST00000299853	5	POLR3E	232	297.480205626	14.4132525384	1	ENSG00000058600
ENST00000299855	5	MMP3	186	137.400385402	17.1900721543	1	ENSG00000149968
ENST00000299866	8	TVP23A	62	50.3613702795	2.68971437869	1	ENSG00000166676
ENST00000299871	5	ZNF211	193	173.990564899	2.07688631324	1	ENSG00000121417
ENST00000299882	5	TMPRSS5	129	113.663790215	2.06925468639	1	ENSG00000166682
ENST00000299886	4	COG1	351	351.176599695	8.88084574877e-05	2	ENSG00000166685
ENST00000299927	3	ZNF592	401	448.801781279	5.09135745175	1	ENSG00000166716
ENST00000299952	4	MARVELD3	118	126.491422294	0.570032744279	1	ENSG00000140832
ENST00000299977	4	SLFN5	315	275.096273603	5.7881822954	1	ENSG00000166750
ENST00000300026	3	PPIB	75	88.4954894256	2.0580510489	1	ENSG00000166794
ENST00000300051	4	LDHD	201	218.688881121	1.43078383191	1	ENSG00000166816
ENST00000300055	5	PLIN1	173	156.553005447	1.72787248038	2	ENSG00000166819
ENST00000300056	3	PEX11A	79	72.6515264705	0.554745620817	1	ENSG00000166821
ENST00000300057	4	MESP1	74	99.3524477345	6.46935853911	1	ENSG00000166823
ENST00000300060	6	ANPEP	353	390.228769842	3.55171481715	1	ENSG00000166825
ENST00000300061	2	SCNN1G	204	247.063661995	7.50607745983	2	ENSG00000166828
ENST00000300069	4	RBPMS2	58	74.8393483694	3.78896475832	1	ENSG00000166831
ENST00000300079	5	GLYATL1	122	104.748051253	2.84138685178	1	ENSG00000166840
ENST00000300086	4	TERF2IP	120	155.7392577	8.20149370039	2	ENSG00000166848
ENST00000300087	2	DCTN5	36	66.6454486491	14.0916377928	1	ENSG00000166847
ENST00000300091	5	C18orf54	153	110.722774447	16.1426934016	1	ENSG00000166845
ENST00000300093	4	PLK1	159	277.265915403	50.445532498	3	ENSG00000166851
